timestamp,close,volume
2012-10-01,37.27,10551200.0
2012-10-02,38.33,9899000.0
2012-10-03,39.09,6480500.0
2012-10-04,38.57,3147200.0
2012-10-05,38.24,7519900.0
2012-10-08,38.23,3698500.0
2012-10-09,37.5,3872300.0
2012-10-10,37.06,4325900.0
2012-10-11,36.45,5293100.0
2012-10-12,36.48,2703100.0
2012-10-15,36.55,2831200.0
2012-10-16,37.84,3530800.0
2012-10-17,38.82,3869800.0
2012-10-18,38.56,3614500.0
2012-10-19,38.8,1514200.0
2012-10-22,38.9,1435200.0
2012-10-23,38.09,1848500.0
2012-10-24,38.32,2251600.0
2012-10-25,41.16,7659600.0
2012-10-26,41.86,3076500.0
2012-10-31,41.51,2729800.0
2012-11-01,41.28,2295300.0
2012-11-02,41.5,1864000.0
2012-11-05,41.88,1664200.0
2012-11-06,41.72,2102000.0
2012-11-07,40.98,2292200.0
2012-11-08,41.76,1589300.0
2012-11-09,43.06,3040200.0
2012-11-12,42.85,1072700.0
2012-11-13,42.83,1392000.0
2012-11-14,41.51,1523400.0
2012-11-15,41.4,2118000.0
2012-11-16,41.03,2192200.0
2012-11-19,41.74,1741000.0
2012-11-20,42.25,1526100.0
2012-11-21,42.66,796400.0
2012-11-23,42.86,364900.0
2012-11-26,43.1,1698100.0
2012-11-27,43.57,6803700.0
2012-11-28,44.15,3446300.0
2012-11-29,44.79,1909000.0
2012-11-30,45.9,2852500.0
2012-12-03,44.72,2737300.0
2012-12-04,44.0,1392800.0
2012-12-05,44.07,1065400.0
2012-12-06,43.88,2272500.0
2012-12-07,45.55,4140200.0
2012-12-10,45.25,1026300.0
2012-12-11,45.03,1050700.0
2012-12-12,45.22,1218100.0
2012-12-13,45.0,1064800.0
2012-12-14,45.9,2476500.0
2012-12-17,46.33,2063800.0
2012-12-18,45.73,3921000.0
2012-12-19,44.96,1314800.0
2012-12-20,45.37,1821500.0
2012-12-21,44.73,2797300.0
2012-12-24,45.12,474100.0
2012-12-26,45.06,1354000.0
2012-12-27,46.23,2266100.0
2012-12-28,45.35,1599300.0
2012-12-31,46.49,1980000.0
2013-01-02,46.02,2444500.0
2013-01-03,46.11,1999200.0
2013-01-04,46.75,1671900.0
2013-01-07,46.66,1597300.0
2013-01-08,46.47,2234500.0
2013-01-09,46.0,2016600.0
2013-01-10,46.5,2739900.0
2013-01-11,46.84,1183800.0
2013-01-14,47.38,1703200.0
2013-01-15,47.25,1729400.0
2013-01-16,47.79,2200800.0
2013-01-17,47.99,1620600.0
2013-01-18,47.98,2667700.0
2013-01-22,47.98,1319000.0
2013-01-23,47.36,1543300.0
2013-01-24,46.81,1848400.0
2013-01-25,47.18,1443600.0
2013-01-28,46.97,953000.0
2013-01-29,46.51,1961300.0
2013-01-30,48.0,5990400.0
2013-01-31,47.5,2835800.0
2013-02-01,47.59,2978600.0
2013-02-04,47.15,2190000.0
2013-02-05,48.01,2436400.0
2013-02-06,47.92,1735900.0
2013-02-07,48.15,2067000.0
2013-02-08,47.67,1369000.0
2013-02-11,47.63,965200.0
2013-02-12,47.29,1520900.0
2013-02-13,47.4,1261600.0
2013-02-14,46.73,1771500.0
2013-02-15,46.4,1908400.0
2013-02-19,47.27,2837700.0
2013-02-20,47.36,2823200.0
2013-02-21,46.39,2272400.0
2013-02-22,46.98,1480300.0
2013-02-25,46.24,1926500.0
2013-02-26,46.57,1396700.0
2013-02-27,47.99,3015600.0
2013-02-28,47.89,2128000.0
2013-03-01,47.93,1444200.0
2013-03-04,48.71,1533100.0
2013-03-05,48.98,1690000.0
2013-03-06,48.35,1268000.0
2013-03-07,48.04,1420500.0
2013-03-08,47.88,1339400.0
2013-03-11,48.45,1244000.0
2013-03-12,48.74,1716900.0
2013-03-13,49.73,1725600.0
2013-03-14,49.23,1612300.0
2013-03-15,49.41,1408400.0
2013-03-18,49.16,991400.0
2013-03-19,49.1,1075700.0
2013-03-20,49.02,1174300.0
2013-03-21,48.88,2614100.0
2013-03-22,48.83,2032400.0
2013-03-25,48.47,1284500.0
2013-03-26,48.35,1448100.0
2013-03-27,48.59,1464000.0
2013-03-28,48.94,2291000.0
2013-04-01,48.0,3179700.0
2013-04-02,46.47,9261200.0
2013-04-03,45.95,11209800.0
2013-04-04,44.83,6295100.0
2013-04-05,46.32,4864300.0
2013-04-08,46.58,2375800.0
2013-04-09,45.01,3357100.0
2013-04-10,45.61,6184200.0
2013-04-11,45.07,2470600.0
2013-04-12,45.98,4546900.0
2013-04-15,44.02,3523100.0
2013-04-16,43.39,5262700.0
2013-04-17,43.93,2953400.0
