timestamp,close,volume
2005-01-03,55.19,4858500.0
2005-01-04,54.5,5548600.0
2005-01-05,55.07,7277300.0
2005-01-06,55.34,5261200.0
2005-01-07,55.92,6250500.0
2005-01-10,56.36,5802500.0
2005-01-11,56.3,5557500.0
2005-01-12,56.51,5784500.0
2005-01-13,55.53,5222600.0
2005-01-14,55.88,4318000.0
2005-01-18,55.99,5519300.0
2005-01-19,56.68,7833600.0
2005-01-20,56.7,6108100.0
2005-01-21,55.65,5788000.0
2005-01-24,55.21,7494600.0
2005-01-25,55.73,5719800.0
2005-01-26,55.44,6183500.0
2005-01-27,55.32,5279900.0
2005-01-28,54.15,53825300.0
2005-01-31,53.23,20036500.0
2005-02-01,52.87,13983100.0
2005-02-02,53.4,13150600.0
2005-02-03,53.24,13414900.0
2005-02-04,52.62,11140700.0
2005-02-07,52.53,10565500.0
2005-02-08,51.98,14104800.0
2005-02-09,51.51,10639200.0
2005-02-10,51.62,13224600.0
2005-02-11,52.15,10350500.0
2005-02-14,52.7,13731500.0
2005-02-15,53.48,9686100.0
2005-02-16,53.31,9477200.0
2005-02-17,53.33,6178600.0
2005-02-18,53.5,9683600.0
2005-02-22,52.25,9412300.0
2005-02-23,53.49,8675600.0
2005-02-24,53.83,10081800.0
2005-02-25,54.19,6688000.0
2005-02-28,53.09,8731000.0
2005-03-01,53.51,7072500.0
2005-03-02,53.59,5151600.0
2005-03-03,53.48,6382700.0
2005-03-04,53.85,4552200.0
2005-03-07,53.7,4420400.0
2005-03-08,53.35,4997300.0
2005-03-09,53.0,5103300.0
2005-03-10,53.27,6955600.0
2005-03-11,52.51,6055900.0
2005-03-14,53.25,5334600.0
2005-03-15,52.92,4682800.0
2005-03-16,52.81,5337600.0
2005-03-17,52.75,5252300.0
2005-03-18,53.4,11436100.0
2005-03-21,52.74,5300000.0
2005-03-22,52.05,7271600.0
2005-03-23,52.83,7772600.0
2005-03-24,52.6,5257000.0
2005-03-28,52.51,5758600.0
2005-03-29,51.86,7883200.0
2005-03-30,53.36,8646300.0
2005-03-31,53.0,5418400.0
2005-04-01,52.61,5360300.0
2005-04-04,53.9,8448400.0
2005-04-05,54.0,6742200.0
2005-04-06,53.96,4753200.0
2005-04-07,55.07,8099300.0
2005-04-08,54.5,5170800.0
2005-04-11,55.34,8835800.0
2005-04-12,55.52,6949800.0
2005-04-13,55.21,6969800.0
2005-04-14,55.0,8281600.0
2005-04-15,54.8,9490800.0
2005-04-18,54.6,7933900.0
2005-04-19,54.33,7878500.0
2005-04-20,53.39,6592600.0
2005-04-21,54.19,5018300.0
2005-04-22,53.89,5991800.0
2005-04-25,53.83,6022800.0
2005-04-26,53.37,4113800.0
2005-04-27,53.53,5740900.0
2005-04-28,53.99,16222400.0
2005-04-29,54.15,10376500.0
2005-05-02,54.8,6717800.0
2005-05-03,54.9,5933800.0
2005-05-04,55.14,6216600.0
2005-05-05,54.78,5185200.0
2005-05-06,54.75,5404800.0
2005-05-09,54.98,7267700.0
2005-05-10,54.88,6090700.0
2005-05-11,55.48,8447000.0
2005-05-12,55.44,6717900.0
2005-05-13,54.75,6624200.0
2005-05-16,55.14,6793400.0
2005-05-17,55.63,7712900.0
2005-05-18,56.4,6306500.0
2005-05-19,56.62,6628600.0
2005-05-20,56.48,5379300.0
2005-05-23,56.48,4650800.0
2005-05-24,56.0,5718800.0
2005-05-25,55.73,5114600.0
2005-05-26,55.81,5104800.0
2005-05-27,55.76,4389900.0
2005-05-31,55.15,5918600.0
2005-06-01,56.12,5572100.0
2005-06-02,55.97,6072000.0
2005-06-03,55.27,4310300.0
2005-06-06,55.31,4660500.0
2005-06-07,55.45,5423200.0
2005-06-08,55.31,4900300.0
2005-06-09,55.2,4881300.0
2005-06-10,54.75,5514700.0
2005-06-13,54.31,5416800.0
2005-06-14,54.39,5395600.0
2005-06-15,54.4,6483900.0
2005-06-16,54.25,4736000.0
2005-06-17,54.42,11885700.0
2005-06-20,54.25,4182800.0
2005-06-21,54.33,5062200.0
2005-06-22,54.44,5629800.0
2005-06-23,53.66,6719800.0
2005-06-24,52.82,10338800.0
2005-06-27,52.67,6521700.0
2005-06-28,53.33,5998900.0
2005-06-29,53.47,5825200.0
2005-06-30,52.75,8345000.0
2005-07-01,52.9,6777600.0
2005-07-05,52.75,11411500.0
2005-07-06,52.5,9550100.0
2005-07-07,52.16,9276100.0
2005-07-08,52.96,7758300.0
2005-07-11,53.9,7255900.0
2005-07-12,53.94,10456700.0
2005-07-13,54.58,10491400.0
2005-07-14,54.75,10375600.0
2005-07-15,54.5,9809100.0
2005-07-18,54.62,8589100.0
2005-07-19,54.88,8521100.0
2005-07-20,55.02,7538600.0
2005-07-21,55.13,7590300.0
2005-07-22,54.99,6344300.0
2005-07-25,54.94,5442900.0
2005-07-26,55.11,6355700.0
2005-07-27,55.37,4984000.0
2005-07-28,55.82,5605900.0
2005-07-29,55.63,6301000.0
2005-08-01,55.32,10897500.0
2005-08-02,55.36,10498100.0
2005-08-03,55.0,9844300.0
2005-08-04,54.17,11328400.0
2005-08-05,54.1,8250400.0
2005-08-08,54.25,6294500.0
2005-08-09,53.94,8070900.0
2005-08-10,53.71,8411300.0
2005-08-11,53.66,9666300.0
2005-08-12,53.55,7432200.0
2005-08-15,54.18,6592400.0
2005-08-16,53.58,7155900.0
2005-08-17,53.42,7363900.0
2005-08-18,54.18,8655600.0
2005-08-19,54.54,6435000.0
2005-08-22,55.16,11513900.0
2005-08-23,55.4,7215800.0
2005-08-24,54.62,8338900.0
2005-08-25,55.0,6842000.0
2005-08-26,54.96,6619600.0
2005-08-29,55.64,11931900.0
2005-08-30,55.4,7833600.0
2005-08-31,55.48,9500800.0
2005-09-01,55.76,7784400.0
2005-09-02,55.99,6484500.0
2005-09-06,56.57,8132600.0
2005-09-07,56.26,9214000.0
2005-09-08,56.15,7520100.0
2005-09-09,56.9,7878900.0
2005-09-12,56.56,6406500.0
2005-09-13,55.54,11601300.0
2005-09-14,55.02,10317800.0
2005-09-15,55.5,7203300.0
2005-09-16,55.95,13634600.0
2005-09-19,55.56,8018500.0
2005-09-20,56.04,9571700.0
2005-09-21,55.9,10153700.0
2005-09-22,56.69,8766300.0
2005-09-23,56.74,7859500.0
2005-09-26,56.59,7648300.0
2005-09-27,57.1,8066900.0
2005-09-28,57.44,8143500.0
2005-09-29,58.14,9644100.0
2005-09-30,59.46,23315000.0
2005-10-03,59.31,15234500.0
2005-10-04,58.08,24864000.0
2005-10-05,57.11,15617200.0
2005-10-06,56.22,21143300.0
2005-10-07,56.04,12314500.0
2005-10-10,55.84,9164900.0
2005-10-11,56.01,10243200.0
2005-10-12,56.03,9826300.0
2005-10-13,56.2,8723300.0
2005-10-14,56.11,8309800.0
2005-10-17,55.78,8409100.0
2005-10-18,55.35,8032800.0
2005-10-19,55.67,9548600.0
2005-10-20,55.17,9112000.0
2005-10-21,54.81,10659000.0
2005-10-24,55.1,8229800.0
2005-10-25,55.59,7570700.0
2005-10-26,54.99,7635300.0
2005-10-27,55.02,7237900.0
2005-10-28,55.92,8209500.0
2005-10-31,55.99,11326500.0
2005-11-01,55.25,10816800.0
2005-11-02,55.65,10573600.0
2005-11-03,55.96,8328300.0
2005-11-04,55.92,6069600.0
2005-11-07,55.58,7611800.0
2005-11-08,55.71,6447900.0
2005-11-09,56.0,6077100.0
2005-11-10,56.37,7645800.0
2005-11-11,56.37,7528500.0
2005-11-14,55.92,9706700.0
2005-11-15,56.0,9660800.0
2005-11-16,56.6,9990200.0
2005-11-17,57.15,8009500.0
2005-11-18,57.45,11973800.0
2005-11-21,57.64,5644200.0
2005-11-22,57.14,6845700.0
2005-11-23,57.01,8448500.0
2005-11-25,57.28,2326800.0
2005-11-28,57.11,5787100.0
2005-11-29,57.68,6821700.0
2005-11-30,57.19,8624300.0
2005-12-01,57.64,6894300.0
2005-12-02,57.36,15060900.0
2005-12-05,57.43,6158800.0
2005-12-06,57.41,6015500.0
2005-12-07,57.04,6839200.0
2005-12-08,57.01,5414100.0
2005-12-09,57.33,5289200.0
2005-12-12,56.91,6006100.0
2005-12-13,58.51,10104500.0
2005-12-14,59.62,9403200.0
2005-12-15,58.99,10430800.0
2005-12-16,58.11,18584300.0
2005-12-19,58.55,7062300.0
2005-12-20,58.21,5440300.0
2005-12-21,58.52,6078300.0
2005-12-22,58.78,5800000.0
2005-12-23,58.88,3913000.0
2005-12-27,58.6,4745300.0
2005-12-28,58.54,5663000.0
2005-12-29,58.42,4008000.0
2005-12-30,57.88,5928600.0
2006-01-03,58.78,9741600.0
2006-01-04,58.89,6746400.0
2006-01-05,58.7,8936100.0
2006-01-06,58.64,8826300.0
2006-01-09,59.08,7715700.0
2006-01-10,58.85,8553600.0
2006-01-11,59.06,8791800.0
2006-01-12,58.41,6612800.0
2006-01-13,58.9,7146800.0
2006-01-17,58.65,5299200.0
2006-01-18,58.67,6689500.0
2006-01-19,58.51,8067300.0
2006-01-20,57.84,10492200.0
2006-01-23,57.64,9437700.0
2006-01-24,57.87,8163500.0
2006-01-25,58.47,8932300.0
2006-01-26,58.82,7007000.0
2006-01-27,59.74,11747900.0
2006-01-30,59.14,7909700.0
2006-01-31,59.23,10347600.0
2006-02-01,59.82,10829900.0
2006-02-02,59.65,9759100.0
2006-02-03,59.68,7815900.0
2006-02-06,59.79,4998800.0
2006-02-07,59.32,6405700.0
2006-02-08,59.47,7338000.0
2006-02-09,59.62,6242200.0
2006-02-10,59.7,5804800.0
2006-02-13,59.44,5198600.0
2006-02-14,59.84,7923000.0
2006-02-15,60.11,8575200.0
2006-02-16,60.73,6998200.0
2006-02-17,61.0,9137500.0
2006-02-21,60.88,6770600.0
2006-02-22,61.94,9974000.0
2006-02-23,61.48,7110800.0
