timestamp,close,volume
2005-01-03,43.85,1315096.0
2005-01-04,43.31,1217065.0
2005-01-05,42.78,1517177.0
2005-01-06,41.61,5006450.0
2005-01-07,41.02,1435092.0
2005-01-10,40.8,1201936.0
2005-01-11,40.32,1083860.0
2005-01-12,40.18,922559.0
2005-01-13,40.02,871122.0
2005-01-14,41.8,1415704.0
2005-01-18,41.51,1490834.0
2005-01-19,41.45,823449.0
2005-01-20,40.4,1245664.0
2005-01-21,39.37,1386579.0
2005-01-24,38.65,2519403.0
2005-01-25,39.87,1253142.0
2005-01-26,39.93,667011.0
2005-01-27,40.74,946772.0
2005-01-28,40.19,961314.0
2005-01-31,42.07,1018372.0
2005-02-01,41.39,935524.0
2005-02-02,41.42,763457.0
2005-02-03,41.9,1234618.0
2005-02-04,43.34,1156429.0
2005-02-07,44.58,1341177.0
2005-02-08,44.22,870769.0
2005-02-09,43.3,668561.0
2005-02-10,43.07,549731.0
2005-02-11,43.38,507609.0
2005-02-14,43.43,623433.0
2005-02-15,43.23,535969.0
2005-02-16,43.62,425836.0
2005-02-17,43.68,509726.0
2005-02-18,42.93,490688.0
2005-02-22,41.1,976787.0
2005-02-23,42.44,1270244.0
2005-02-24,42.35,701083.0
2005-02-25,41.85,1083547.0
2005-02-28,41.59,707085.0
2005-03-01,43.83,2108218.0
2005-03-02,45.54,2472976.0
2005-03-03,44.87,1377838.0
2005-03-04,45.17,608829.0
2005-03-07,47.8,2595563.0
2005-03-08,47.915,1596802.0
2005-03-09,47.52,1146312.0
2005-03-10,47.24,3430345.0
2005-03-11,48.03,1150919.0
2005-03-14,47.46,1131266.0
2005-03-15,48.9,1571286.0
2005-03-16,48.36,1007921.0
2005-03-17,48.12,1550168.0
2005-03-18,47.91,2239859.0
2005-03-21,46.78,1487947.0
2005-03-22,46.64,610640.0
2005-03-23,45.96,731590.0
2005-03-24,45.44,1080794.0
2005-03-28,47.5,1186698.0
2005-03-29,46.29,897650.0
2005-03-30,47.68,1025916.0
2005-03-31,47.97,1192424.0
2005-04-01,47.0,923935.0
2005-04-04,47.2,1230655.0
2005-04-05,48.81,1617122.0
2005-04-06,48.89,1344133.0
2005-04-07,48.2,1514264.0
2005-04-08,47.0,804079.0
2005-04-11,46.56,433471.0
2005-04-12,47.12,883723.0
2005-04-13,46.08,671976.0
2005-04-14,45.53,815562.0
2005-04-15,43.54,1861039.0
2005-04-18,44.07,1140651.0
2005-04-19,46.33,1778297.0
2005-04-20,44.98,1371144.0
2005-04-21,46.47,717502.0
2005-04-22,45.15,1076131.0
2005-04-25,45.97,534298.0
2005-04-26,45.65,644911.0
2005-04-27,45.53,796049.0
2005-04-28,44.7,1071439.0
2005-04-29,44.42,2315438.0
2005-05-02,45.0,1060811.0
2005-05-03,44.77,1022237.0
2005-05-04,45.15,986854.0
2005-05-05,46.14,2881918.0
2005-05-06,46.11,815308.0
2005-05-09,47.71,1270084.0
2005-05-10,48.04,2699282.0
2005-05-11,47.78,1402550.0
2005-05-12,49.74,3979355.0
2005-05-13,50.71,2288698.0
2005-05-16,51.58,1307157.0
2005-05-17,52.11,1575701.0
2005-05-18,51.87,1299866.0
2005-05-19,53.32,1256512.0
2005-05-20,52.93,1236908.0
2005-05-23,53.95,1179322.0
2005-05-24,53.89,783918.0
2005-05-25,53.11,743599.0
2005-05-26,52.65,893586.0
2005-05-27,54.16,950762.0
2005-05-31,53.34,921876.0
2005-06-01,53.69,1334530.0
2005-06-02,56.4,1818000.0
2005-06-03,54.99,1046664.0
2005-06-06,56.04,1018505.0
2005-06-07,56.35,1323295.0
2005-06-08,54.87,905987.0
2005-06-09,55.38,953553.0
2005-06-10,54.57,2317207.0
2005-06-13,55.2,901733.0
2005-06-14,58.49,2968877.0
2005-06-15,58.79,1367340.0
2005-06-16,59.45,1426518.0
2005-06-17,58.92,1165551.0
2005-06-20,59.05,917421.0
2005-06-21,59.09,854430.0
2005-06-22,58.83,697132.0
