Price,close,volume
Ticker,NVDA,NVDA
Date,,
2015-01-02,0.48303836584091187,113680000
2015-01-05,0.4748796820640564,197952000
2015-01-06,0.46048226952552795,197764000
2015-01-07,0.4592822790145874,321808000
2015-01-08,0.47655946016311646,283780000
2015-01-09,0.47847917675971985,209540000
2015-01-12,0.4724801480770111,190732000
2015-01-13,0.471760094165802,236720000
2015-01-14,0.47367990016937256,155260000
2015-01-15,0.4703204929828644,188932000
2015-01-16,0.47895902395248413,181512000
2015-01-20,0.4803987443447113,140308000
2015-01-21,0.48711755871772766,144780000
2015-01-22,0.4955163896083832,159712000
2015-01-23,0.4969559609889984,120416000
2015-01-26,0.49479642510414124,133240000
2015-01-27,0.47104036808013916,357948000
2015-01-28,0.4633616805076599,272728000
2015-01-29,0.4746396839618683,235340000
2015-01-30,0.4607221186161041,298200000
2015-02-02,0.47080039978027344,259604000
2015-02-03,0.48255836963653564,183468000
2015-02-04,0.4837583005428314,181516000
2015-02-05,0.49167683720588684,140448000
2015-02-06,0.48951730132102966,210524000
2015-02-09,0.48903730511665344,273944000
2015-02-10,0.502714991569519,226204000
2015-02-11,0.49935540556907654,320832000
2015-02-12,0.5351096391677856,676904000
2015-02-13,0.5353493690490723,310084000
2015-02-17,0.5370293259620667,203340000
2015-02-18,0.5307902693748474,170948000
2015-02-19,0.5322299599647522,169432000
2015-02-20,0.536069393157959,157752000
2015-02-23,0.5317502021789551,125008000
2015-02-24,0.5374107956886292,149356000
2015-02-25,0.5333157181739807,123820000
2015-02-26,0.5347611308097839,152864000
2015-02-27,0.5313887000083923,157492000
2015-03-02,0.5443965792655945,301512000
2015-03-03,0.5342792868614197,160344000
2015-03-04,0.5403013825416565,226840000
2015-03-05,0.5506595373153687,323056000
2015-03-06,0.5431920289993286,257392000
2015-03-09,0.5446372628211975,222388000
2015-03-10,0.5540319681167603,527212000
2015-03-11,0.5511412024497986,262120000
2015-03-12,0.5460823178291321,406972000
2015-03-13,0.5468053817749023,359288000
2015-03-16,0.5533091425895691,236956000
2015-03-17,0.5600540041923523,299900000
2015-03-18,0.550900399684906,413844000
2015-03-19,0.5593312382698059,310756000
2015-03-20,0.565353274345398,462084000
2015-03-23,0.5470461845397949,426012000
2015-03-24,0.5395787954330444,330480000
2015-03-25,0.5068186521530151,542552000
2015-03-26,0.5051323175430298,311920000
2015-03-27,0.5150085091590881,318288000
2015-03-30,0.517176628112793,253252000
2015-03-31,0.5041689276695251,357276000
2015-04-01,0.5060962438583374,330768000
2015-04-02,0.5073003172874451,192204000
2015-04-06,0.5219942927360535,515864000
2015-04-07,0.5265710949897766,413964000
2015-04-08,0.5304253697395325,366432000
2015-04-09,0.5427102446556091,379432000
2015-04-10,0.5482505559921265,258728000
2015-04-13,0.5431920289993286,236724000
2015-04-14,0.5386152863502502,220276000
2015-04-15,0.5451191663742065,243560000
2015-04-16,0.5417468547821045,155284000
2015-04-17,0.5347611308097839,293636000
2015-04-20,0.5321114659309387,231624000
2015-04-21,0.5313887000083923,230456000
2015-04-22,0.5374107956886292,207420000
2015-04-23,0.5352429747581482,259380000
2015-04-24,0.5306661128997803,240960000
2015-04-27,0.5347611308097839,248456000
2015-04-28,0.5374107956886292,234484000
2015-04-29,0.5333157181739807,195156000
2015-04-30,0.5347611308097839,218844000
2015-05-01,0.5480096340179443,256968000
2015-05-04,0.5446372628211975,200720000
2015-05-05,0.5306661128997803,292928000
2015-05-06,0.5323523283004761,316484000
2015-05-07,0.5417468547821045,534564000
2015-05-08,0.5017600655555725,1146552000
2015-05-11,0.49694228172302246,544144000
2015-05-12,0.5017600655555725,388800000
2015-05-13,0.5046507120132446,308524000
2015-05-14,0.5128406882286072,293052000
2015-05-15,0.5130817294120789,215824000
2015-05-18,0.5123589634895325,324972000
2015-05-19,0.5091647505760193,253808000
2015-05-20,0.5091647505760193,196824000
2015-05-21,0.5055346488952637,239692000
2015-05-22,0.5048086047172546,212592000
2015-05-26,0.5016626715660095,259732000
2015-05-27,0.5285244584083557,432332000
2015-05-28,0.5357843637466431,327656000
2015-05-29,0.5355425477027893,335168000
2015-06-01,0.5415922999382019,372660000
2015-06-02,0.5309444665908813,224304000
2015-06-03,0.5251364707946777,250788000
2015-06-04,0.5345746874809265,323712000
2015-06-05,0.5386884212493896,313320000
2015-06-08,0.5263466238975525,342812000
2015-06-09,0.5290082693099976,256888000
2015-06-10,0.5195704102516174,529460000
2015-06-11,0.5251364707946777,283052000
2015-06-12,0.5108585357666016,323728000
2015-06-15,0.5098904371261597,306548000
2015-06-16,0.5161822438240051,256892000
2015-06-17,0.5222326517105103,233544000
2015-06-18,0.5309444665908813,299404000
2015-06-19,0.5292505025863647,355656000
2015-06-22,0.5270723700523376,514236000
2015-06-23,0.5135207176208496,414064000
2015-06-24,0.5084385871887207,253368000
2015-06-25,0.5123109221458435,350460000
2015-06-26,0.5019044876098633,421296000
2015-06-29,0.48690077662467957,391724000
2015-06-30,0.48665851354599,315916000
2015-07-01,0.4936767518520355,302892000
2015-07-02,0.49416086077690125,145764000
2015-07-06,0.48811063170433044,214776000
2015-07-07,0.47891485691070557,594252000
2015-07-08,0.4755268692970276,332492000
2015-07-09,0.4697188436985016,357588000
2015-07-10,0.4779466986656189,216708000
2015-07-13,0.48109281063079834,212472000
2015-07-14,0.48133474588394165,249216000
2015-07-15,0.4779466986656189,265732000
2015-07-16,0.48859477043151855,282848000
2015-07-17,0.4856906533241272,220372000
2015-07-20,0.47673675417900085,188412000
2015-07-21,0.47891485691070557,149720000
2015-07-22,0.4697188436985016,356472000
2015-07-23,0.4755268692970276,169916000
2015-07-24,0.4699608385562897,188844000
2015-07-27,0.4672988951206207,192420000
2015-07-28,0.4774627983570099,198308000
2015-07-29,0.4832707643508911,232680000
2015-07-30,0.48448076844215393,190180000
2015-07-31,0.4827868342399597,218340000
2015-08-03,0.4910147786140442,397132000
2015-08-04,0.4929506182670593,260100000
2015-08-05,0.49803265929222107,234628000
2015-08-06,0.4948866367340088,655676000
2015-08-07,0.5561124086380005,1405248000
2015-08-10,0.5754721164703369,662304000
2015-08-11,0.5725681185722351,435008000
2015-08-12,0.5740202069282532,384048000
2015-08-13,0.5691802501678467,276884000
2015-08-14,0.5696641206741333,214652000
2015-08-17,0.5660341382026672,273880000
2015-08-18,0.5608823895454407,287084000
2015-08-19,0.5586950778961182,249248000
2015-08-20,0.5385246276855469,426932000
2015-08-21,0.5217564702033997,382664000
2015-08-24,0.5032872557640076,682284000
2015-08-25,0.49283769726753235,622684000
2015-08-26,0.5300191640853882,614976000
2015-08-27,0.5499465465545654,463764000
2015-08-28,0.5523768663406372,320944000
2015-08-31,0.5463014245033264,219352000
2015-09-01,0.5239436626434326,353408000
2015-09-02,0.5397397875785828,344044000
2015-09-03,0.5411978960037231,262556000
2015-09-04,0.5285612344741821,287972000
2015-09-08,0.5511614084243774,238448000
2015-09-09,0.5402259826660156,289392000
2015-09-10,0.5487315058708191,357076000
2015-09-11,0.5504326820373535,301584000
2015-09-14,0.5514047741889954,192460000
2015-09-15,0.5574798583984375,327976000
2015-09-16,0.5613683462142944,173508000
2015-09-17,0.5664716958999634,268712000
2015-09-18,0.5659857392311096,326412000
2015-09-21,0.5718178749084473,281840000
2015-09-22,0.5562648177146912,228356000
2015-09-23,0.5589380860328674,161632000
2015-09-24,0.5696309804916382,382440000
2015-09-25,0.5737622380256653,369692000
2015-09-28,0.566228449344635,395584000
2015-09-29,0.576192319393158,380736000
2015-09-30,0.599035918712616,556380000
2015-10-01,0.5873711109161377,489296000
2015-10-02,0.6026811599731445,386144000
2015-10-05,0.6177482604980469,482024000
2015-10-06,0.625767707824707,453216000
2015-10-07,0.6323288679122925,310152000
2015-10-08,0.6359744071960449,460068000
2015-10-09,0.6335443258285522,423248000
2015-10-12,0.6403486728668213,227588000
2015-10-13,0.6415637731552124,298444000
2015-10-14,0.6648933291435242,612148000
2015-10-15,0.6665945053100586,526048000
2015-10-16,0.677044153213501,448396000
2015-10-19,0.6758289933204651,294712000
2015-10-20,0.6748571395874023,264824000
2015-10-21,0.6661085486412048,386280000
2015-10-22,0.6901671290397644,306884000
2015-10-23,0.69478440284729,381776000
2015-10-26,0.69162517786026,247436000
2015-10-27,0.691139280796051,208268000
2015-10-28,0.6967284679412842,217036000
2015-10-29,0.6726697683334351,327168000
2015-10-30,0.6894382238388062,301160000
2015-11-02,0.6974576115608215,190088000
2015-11-03,0.6925972700119019,376768000
2015-11-04,0.6811755299568176,442264000
2015-11-05,0.6733987331390381,478800000
2015-11-06,0.7667174339294434,1172272000
2015-11-09,0.7633152008056641,492568000
2015-11-10,0.7487342953681946,552260000
2015-11-11,0.7414436340332031,619896000
2015-11-12,0.7387704253196716,291080000
2015-11-13,0.7241891026496887,292940000
2015-11-16,0.7387704253196716,344280000
2015-11-17,0.7387704253196716,257048000
2015-11-18,0.7569437026977539,350216000
2015-11-19,0.7591392993927002,254072000
2015-11-20,0.7657256722450256,239744000
2015-11-23,0.7542605400085449,242552000
2015-11-24,0.760358989238739,195428000
2015-11-25,0.7593832015991211,138300000
2015-11-27,0.7657256722450256,86996000
2015-11-30,0.773775577545166,327244000
2015-12-01,0.7989015579223633,409496000
2015-12-02,0.7928028702735901,294240000
2015-12-03,0.7910953164100647,246656000
2015-12-04,0.8232954144477844,458756000
2015-12-07,0.807683527469635,333588000
2015-12-08,0.8186606168746948,314488000
2015-12-09,0.7979256510734558,372676000
2015-12-10,0.8045119643211365,236596000
2015-12-11,0.7925591468811035,227320000
2015-12-14,0.794510543346405,275892000
2015-12-15,0.8042682409286499,307296000
2015-12-16,0.8091467618942261,236356000
2015-12-17,0.7969499230384827,254160000
2015-12-18,0.7840210199356079,395896000
