experiment,run_id,artifact_dir,manifest_path,git_sha,microalpha_version,python,platform,seed,config_path,config_sha256,dataset_id,unsafe_execution,unsafe_reasons,run_invalid,integrity_path,selection_window_start,selection_window_end,holdout_start,holdout_end,selected_model,holdout_metrics_path,holdout_manifest_path,headline_sharpe_ratio,headline_cagr,headline_max_drawdown,headline_ann_vol,headline_total_turnover,headline_traded_days,headline_num_trades,headline_final_equity
sample_flagship,2025-12-20T23-30-48Z-f8b316f,artifacts/sample_flagship/2025-12-20T23-30-48Z-f8b316f,artifacts/sample_flagship/2025-12-20T23-30-48Z-f8b316f/manifest.json,f8b316fe22aa42242bd7a2c7a7971fefb2d58a3f,0.1.0,"3.12.2 (v3.12.2:6abddd9f6a, Feb  6 2024, 17:02:06) [Clang 13.0.0 (clang-1300.0.29.30)]",macOS-26.0.1-arm64-arm-64bit,123,configs/flagship_sample.yaml,c2cf8578eb736c050dbe5d89eb6db276feca7ec3af9aaba373945fd52bcc8e33,,,,,,,,,,,,,,,,,,,,
sample_flagship,2025-12-23T21-59-20Z-ba5b480,artifacts/sample_flagship/2025-12-23T21-59-20Z-ba5b480,artifacts/sample_flagship/2025-12-23T21-59-20Z-ba5b480/manifest.json,ba5b48089091f6a858b065dd3a388b467dd67984,0.1.0,"3.12.2 (v3.12.2:6abddd9f6a, Feb  6 2024, 17:02:06) [Clang 13.0.0 (clang-1300.0.29.30)]",macOS-26.0.1-arm64-arm-64bit,123,configs/flagship_sample.yaml,c2cf8578eb736c050dbe5d89eb6db276feca7ec3af9aaba373945fd52bcc8e33,,false,[],false,artifacts/sample_flagship/2025-12-23T21-59-20Z-ba5b480/integrity.json,,,,,,,,,,,,,,,
sample_flagship_new,2025-11-12T00-49-57Z-65187e4,artifacts/sample_flagship_new/2025-11-12T00-49-57Z-65187e4,artifacts/sample_flagship_new/2025-11-12T00-49-57Z-65187e4/manifest.json,65187e44169e7bf779ad538ad8b316b0f10d90b1,0.1.0,"3.12.2 (v3.12.2:6abddd9f6a, Feb  6 2024, 17:02:06) [Clang 13.0.0 (clang-1300.0.29.30)]",macOS-26.0.1-arm64-arm-64bit,123,configs/flagship_sample.yaml,c2cf8578eb736c050dbe5d89eb6db276feca7ec3af9aaba373945fd52bcc8e33,,,,,,,,,,,,,,,,,,,,
sample_wfv,2025-10-30T18-04-06Z-b2dcbb6,artifacts/sample_wfv/2025-10-30T18-04-06Z-b2dcbb6,artifacts/sample_wfv/2025-10-30T18-04-06Z-b2dcbb6/manifest.json,b2dcbb6236d44eb1cfcec22dd9120eba0eec5653,0.1.0,"3.12.2 (v3.12.2:6abddd9f6a, Feb  6 2024, 17:02:06) [Clang 13.0.0 (clang-1300.0.29.30)]",macOS-26.0.1-arm64-arm-64bit,321,configs/wfv_flagship_sample.yaml,2ed595b438a01052f3e29e629b1081804e66d46655017f7d8248170d69380fea,,,,,,,,,,,,,,,,,,,,
sample_wfv,2025-10-30T18-36-27Z-a4ab8e7,artifacts/sample_wfv/2025-10-30T18-36-27Z-a4ab8e7,artifacts/sample_wfv/2025-10-30T18-36-27Z-a4ab8e7/manifest.json,a4ab8e7d0a2c0e97efb39c18683ae38d690194b8,0.1.0,"3.12.2 (v3.12.2:6abddd9f6a, Feb  6 2024, 17:02:06) [Clang 13.0.0 (clang-1300.0.29.30)]",macOS-26.0.1-arm64-arm-64bit,321,configs/wfv_flagship_sample.yaml,2ed595b438a01052f3e29e629b1081804e66d46655017f7d8248170d69380fea,,,,,,,,,,,,,,,,,,,,
sample_wfv,2025-10-30T18-39-47Z-a4ab8e7,artifacts/sample_wfv/2025-10-30T18-39-47Z-a4ab8e7,artifacts/sample_wfv/2025-10-30T18-39-47Z-a4ab8e7/manifest.json,a4ab8e7d0a2c0e97efb39c18683ae38d690194b8,0.1.0,"3.12.2 (v3.12.2:6abddd9f6a, Feb  6 2024, 17:02:06) [Clang 13.0.0 (clang-1300.0.29.30)]",macOS-26.0.1-arm64-arm-64bit,321,configs/wfv_flagship_sample.yaml,2ed595b438a01052f3e29e629b1081804e66d46655017f7d8248170d69380fea,,,,,,,,,,,,,,,,,,,,
sample_wfv,2025-12-22T20-58-20Z-42f98d7,artifacts/sample_wfv/2025-12-22T20-58-20Z-42f98d7,artifacts/sample_wfv/2025-12-22T20-58-20Z-42f98d7/manifest.json,42f98d78fd659b5dcdec27b480bf669a10c66abc,0.1.0,"3.12.2 (v3.12.2:6abddd9f6a, Feb  6 2024, 17:02:06) [Clang 13.0.0 (clang-1300.0.29.30)]",macOS-26.0.1-arm64-arm-64bit,321,configs/wfv_flagship_sample.yaml,2ed595b438a01052f3e29e629b1081804e66d46655017f7d8248170d69380fea,,,,,,2020-01-02,2021-12-31,,,skip_months=1|top_frac=0.3500,,,,,,,,,,
sample_wfv,2025-12-23T18-39-59Z-82c14dc,artifacts/sample_wfv/2025-12-23T18-39-59Z-82c14dc,artifacts/sample_wfv/2025-12-23T18-39-59Z-82c14dc/manifest.json,82c14dc66883980970bb812f30cced2ca2e1d352,0.1.0,"3.12.2 (v3.12.2:6abddd9f6a, Feb  6 2024, 17:02:06) [Clang 13.0.0 (clang-1300.0.29.30)]",macOS-26.0.1-arm64-arm-64bit,321,configs/wfv_flagship_sample.yaml,2ed595b438a01052f3e29e629b1081804e66d46655017f7d8248170d69380fea,,,,false,artifacts/sample_wfv/2025-12-23T18-39-59Z-82c14dc/integrity.json,2020-01-02,2021-12-31,,,skip_months=1|top_frac=0.3500,,,,,,,,,,
sample_wfv_holdout,2025-12-21T20-53-05Z-4457b33,artifacts/sample_wfv_holdout/2025-12-21T20-53-05Z-4457b33,artifacts/sample_wfv_holdout/2025-12-21T20-53-05Z-4457b33/manifest.json,4457b33773c24c5e7179bc4df0346c150e8d5876,0.1.0,"3.12.2 (v3.12.2:6abddd9f6a, Feb  6 2024, 17:02:06) [Clang 13.0.0 (clang-1300.0.29.30)]",macOS-26.0.1-arm64-arm-64bit,321,configs/wfv_flagship_sample_holdout.yaml,d07891662ad83d8447eabd803a80f6616b101f3fc4334bd7c43052cb1552ed6a,,,,,,2020-01-02,2021-06-30,2021-07-01,2021-12-31,skip_months=1|top_frac=0.3500,artifacts/sample_wfv_holdout/2025-12-21T20-53-05Z-4457b33/holdout_metrics.json,artifacts/sample_wfv_holdout/2025-12-21T20-53-05Z-4457b33/holdout_manifest.json,1.289266,0.377421,0.093584,0.278590,5417903.298637,82,0,1142732.302164
sample_wfv_holdout,2025-12-22T00-40-53Z-99a072e,artifacts/sample_wfv_holdout/2025-12-22T00-40-53Z-99a072e,artifacts/sample_wfv_holdout/2025-12-22T00-40-53Z-99a072e/manifest.json,99a072e4f8408b4aeaa87f5af444d5103f96b5d5,0.1.0,"3.12.2 (v3.12.2:6abddd9f6a, Feb  6 2024, 17:02:06) [Clang 13.0.0 (clang-1300.0.29.30)]",macOS-26.0.1-arm64-arm-64bit,321,configs/wfv_flagship_sample_holdout.yaml,d07891662ad83d8447eabd803a80f6616b101f3fc4334bd7c43052cb1552ed6a,,,,,,2020-01-02,2021-06-30,2021-07-01,2021-12-31,skip_months=1|top_frac=0.3500,artifacts/sample_wfv_holdout/2025-12-22T00-40-53Z-99a072e/holdout_metrics.json,artifacts/sample_wfv_holdout/2025-12-22T00-40-53Z-99a072e/holdout_manifest.json,1.289266,0.377421,0.093584,0.278590,5417903.298637,82,0,1142732.302164
sample_wfv_non_degenerate,2025-12-26T02-36-37Z-6c3fc9f,artifacts/sample_wfv_non_degenerate/2025-12-26T02-36-37Z-6c3fc9f,artifacts/sample_wfv_non_degenerate/2025-12-26T02-36-37Z-6c3fc9f/manifest.json,6c3fc9f686916c134e15f70334cb568cd527155a,0.1.0,"3.12.2 (v3.12.2:6abddd9f6a, Feb  6 2024, 17:02:06) [Clang 13.0.0 (clang-1300.0.29.30)]",macOS-26.0.1-arm64-arm-64bit,321,docs/agent_runs/20251226_023453_ticket-13_fix-wrds-degeneracy/wfv_sample_non_degenerate.yaml,59e332a26665b2cd1295579d2d57882350d34f9698b3f1fb0bad56f9496fc2be,,false,[],true,artifacts/sample_wfv_non_degenerate/2025-12-26T02-36-37Z-6c3fc9f/integrity.json,2020-01-02,2021-12-31,,,,,,,,,,,,,
wrds_flagship,2025-11-12T17-30-40Z-b2eaf50,artifacts/wrds_flagship/2025-11-12T17-30-40Z-b2eaf50,artifacts/wrds_flagship/2025-11-12T17-30-40Z-b2eaf50/manifest.json,b2eaf5082bce0aa12d66c0a2e22aa3e2150f035c,0.1.0,"3.12.2 (v3.12.2:6abddd9f6a, Feb  6 2024, 17:02:06) [Clang 13.0.0 (clang-1300.0.29.30)]",macOS-26.0.1-arm64-arm-64bit,20251010,configs/wfv_flagship_wrds.yaml,e8ca0b39d592c33159540d9ba2997ce4d9887c524928b289bec5e9a093ee9eb1,,,,,,,,,,,,,,,,,,,,
wrds_flagship,2025-11-12T17-50-34Z-b2eaf50,artifacts/wrds_flagship/2025-11-12T17-50-34Z-b2eaf50,artifacts/wrds_flagship/2025-11-12T17-50-34Z-b2eaf50/manifest.json,b2eaf5082bce0aa12d66c0a2e22aa3e2150f035c,0.1.0,"3.12.2 (v3.12.2:6abddd9f6a, Feb  6 2024, 17:02:06) [Clang 13.0.0 (clang-1300.0.29.30)]",macOS-26.0.1-arm64-arm-64bit,20251010,configs/wfv_flagship_wrds.yaml,e8ca0b39d592c33159540d9ba2997ce4d9887c524928b289bec5e9a093ee9eb1,,,,,,,,,,,,,,,,,,,,
wrds_flagship,2025-11-12T18-50-58Z-b2eaf50,artifacts/wrds_flagship/2025-11-12T18-50-58Z-b2eaf50,artifacts/wrds_flagship/2025-11-12T18-50-58Z-b2eaf50/manifest.json,b2eaf5082bce0aa12d66c0a2e22aa3e2150f035c,0.1.0,"3.12.2 (v3.12.2:6abddd9f6a, Feb  6 2024, 17:02:06) [Clang 13.0.0 (clang-1300.0.29.30)]",macOS-26.0.1-arm64-arm-64bit,20251010,configs/wfv_flagship_wrds.yaml,e8ca0b39d592c33159540d9ba2997ce4d9887c524928b289bec5e9a093ee9eb1,,,,,,,,,,,,,,,,,,,,
wrds_flagship,2025-11-20T23-00-05Z-54912a8,artifacts/wrds_flagship/2025-11-20T23-00-05Z-54912a8,artifacts/wrds_flagship/2025-11-20T23-00-05Z-54912a8/manifest.json,54912a86b15c0f96e7c2f81c2d965235403a1082,0.1.0,"3.12.2 (v3.12.2:6abddd9f6a, Feb  6 2024, 17:02:06) [Clang 13.0.0 (clang-1300.0.29.30)]",macOS-26.0.1-arm64-arm-64bit,20251010,configs/wfv_flagship_wrds.yaml,6c6837d450515de9a2c31539e5d9f40e6edd9f379b61e0d1782b127244529018,,,,,,,,,,,,,,,,,,,,
wrds_flagship,2025-11-20T23-21-15Z-54912a8,artifacts/wrds_flagship/2025-11-20T23-21-15Z-54912a8,artifacts/wrds_flagship/2025-11-20T23-21-15Z-54912a8/manifest.json,54912a86b15c0f96e7c2f81c2d965235403a1082,0.1.0,"3.12.2 (v3.12.2:6abddd9f6a, Feb  6 2024, 17:02:06) [Clang 13.0.0 (clang-1300.0.29.30)]",macOS-26.0.1-arm64-arm-64bit,20251010,configs/wfv_flagship_wrds.yaml,4d6b59aa5c3530ef879b3ad332a381b73ec44d78b8d020df3b7cb6f878efd252,,,,,,,,,,,,,,,,,,,,
wrds_flagship,2025-11-21T00-28-22Z-54912a8,artifacts/wrds_flagship/2025-11-21T00-28-22Z-54912a8,artifacts/wrds_flagship/2025-11-21T00-28-22Z-54912a8/manifest.json,54912a86b15c0f96e7c2f81c2d965235403a1082,0.1.0,"3.12.2 (v3.12.2:6abddd9f6a, Feb  6 2024, 17:02:06) [Clang 13.0.0 (clang-1300.0.29.30)]",macOS-26.0.1-arm64-arm-64bit,20251010,configs/wfv_flagship_wrds.yaml,4d6b59aa5c3530ef879b3ad332a381b73ec44d78b8d020df3b7cb6f878efd252,,,,,,,,,,,,,,,,,,,,
wrds_flagship,2025-11-22T00-19-43Z-c792b44,artifacts/wrds_flagship/2025-11-22T00-19-43Z-c792b44,artifacts/wrds_flagship/2025-11-22T00-19-43Z-c792b44/manifest.json,c792b44c86d8603501821f5a23f3ab9aa54068b3,0.1.0,"3.12.2 (v3.12.2:6abddd9f6a, Feb  6 2024, 17:02:06) [Clang 13.0.0 (clang-1300.0.29.30)]",macOS-26.0.1-arm64-arm-64bit,20251010,configs/wfv_flagship_wrds_smoke.yaml,b5cb94634adb0ce32493b47238f5772e66740a8d98fef8b78de31193b907b4ce,,,,,,,,,,,,,,,,,,,,
wrds_flagship,2025-11-22T00-21-14Z-c792b44,artifacts/wrds_flagship/2025-11-22T00-21-14Z-c792b44,artifacts/wrds_flagship/2025-11-22T00-21-14Z-c792b44/manifest.json,c792b44c86d8603501821f5a23f3ab9aa54068b3,0.1.0,"3.12.2 (v3.12.2:6abddd9f6a, Feb  6 2024, 17:02:06) [Clang 13.0.0 (clang-1300.0.29.30)]",macOS-26.0.1-arm64-arm-64bit,20251010,configs/wfv_flagship_wrds_smoke.yaml,b5cb94634adb0ce32493b47238f5772e66740a8d98fef8b78de31193b907b4ce,,,,,,,,,,,,,,,,,,,,
wrds_flagship,2025-11-22T00-27-37Z-c792b44,artifacts/wrds_flagship/2025-11-22T00-27-37Z-c792b44,artifacts/wrds_flagship/2025-11-22T00-27-37Z-c792b44/manifest.json,c792b44c86d8603501821f5a23f3ab9aa54068b3,0.1.0,"3.12.2 (v3.12.2:6abddd9f6a, Feb  6 2024, 17:02:06) [Clang 13.0.0 (clang-1300.0.29.30)]",macOS-26.0.1-arm64-arm-64bit,20251010,configs/wfv_flagship_wrds.yaml,b74b4795a4fb152153c938479bd5e69194f582033e3c34eff53cead101387705,,,,,,,,,,,,,,,,,,,,
wrds_flagship,2025-11-22T00-42-55Z-c792b44,artifacts/wrds_flagship/2025-11-22T00-42-55Z-c792b44,artifacts/wrds_flagship/2025-11-22T00-42-55Z-c792b44/manifest.json,c792b44c86d8603501821f5a23f3ab9aa54068b3,0.1.0,"3.12.2 (v3.12.2:6abddd9f6a, Feb  6 2024, 17:02:06) [Clang 13.0.0 (clang-1300.0.29.30)]",macOS-26.0.1-arm64-arm-64bit,20251010,configs/wfv_flagship_wrds.yaml,b74b4795a4fb152153c938479bd5e69194f582033e3c34eff53cead101387705,,,,,,,,,,,,,,,,,,,,
wrds_flagship,2025-11-22T01-13-32Z-c792b44,artifacts/wrds_flagship/2025-11-22T01-13-32Z-c792b44,artifacts/wrds_flagship/2025-11-22T01-13-32Z-c792b44/manifest.json,c792b44c86d8603501821f5a23f3ab9aa54068b3,0.1.0,"3.12.2 (v3.12.2:6abddd9f6a, Feb  6 2024, 17:02:06) [Clang 13.0.0 (clang-1300.0.29.30)]",macOS-26.0.1-arm64-arm-64bit,20251010,configs/wfv_flagship_wrds.yaml,b74b4795a4fb152153c938479bd5e69194f582033e3c34eff53cead101387705,,,,,,,,,,,,,,,,,,,,
