timestamp,equity,exposure,returns
1594339200000000000,1000000.0,0.0,0.0
1594598400000000000,1000000.0,0.0,0.0
1594684800000000000,1000000.0,0.0,0.0
1594771200000000000,1000000.0,0.0,0.0
1594857600000000000,1000000.0,0.0,0.0
1594944000000000000,1000000.0,0.0,0.0
1595203200000000000,1000000.0,0.0,0.0
1595289600000000000,1000000.0,0.0,0.0
1595376000000000000,1000000.0,0.0,0.0
1595462400000000000,1000000.0,0.0,0.0
1595548800000000000,1000000.0,0.0,0.0
1595808000000000000,1000000.0,0.0,0.0
1595894400000000000,1000000.0,0.0,0.0
1595980800000000000,1000000.0,0.0,0.0
1596067200000000000,1000000.0,0.0,0.0
1596153600000000000,1000000.0,0.0,0.0
1596412800000000000,1000000.0,0.0,0.0
1596499200000000000,1007128.4294147441,-0.465424880520345,0.007128429414744231
1596585600000000000,995321.0218898462,-0.48261338207740745,-0.011723834994668336
1596672000000000000,941006.9606880284,-0.5679771083672065,-0.05456939018397311
1596758400000000000,923460.9792750342,-0.597553255473995,-0.018645963468926108
1597017600000000000,961251.6109049077,-0.534121527123028,0.04092282454591767
1597104000000000000,955675.333787308,-0.5428611801750888,-0.005801058801191861
1597190400000000000,933049.0544241979,-0.5800530456150513,-0.02367569671746461
1597276800000000000,975821.8179094413,-0.5105892579081874,0.0458419236185168
1597363200000000000,964365.3752341835,-0.5283251204848318,-0.011740301830719058
1597622400000000000,944190.9042017264,-0.5603291594768071,-0.020919945438271248
1597708800000000000,976851.4907040512,-0.5079544430232419,0.034591083600766126
1597795200000000000,1034523.0893558564,-0.4236982415162164,0.05903824603905683
1597881600000000000,1039816.8003832345,-0.41626070441204116,0.0051170544977146015
1597968000000000000,1072933.9531669077,-0.3723647220658412,0.031849026454917384
1598227200000000000,1076436.4698950348,-0.36735629732942765,0.0032644290152148425
1598313600000000000,1069731.9530969218,-0.37574321699314756,-0.006228437056547076
1598400000000000000,1042320.1193995293,-0.41173375824812253,-0.02562495550220223
1598486400000000000,1051646.9860172495,-0.39902305444549335,0.008948178629702985
1598572800000000000,1072707.027577626,-0.37137239276562095,0.020025770853139724
1598832000000000000,1120277.6015935186,-0.3126173267606514,0.04434628728341217
1598918400000000000,1065703.1635374832,-0.37964906459412007,-0.04871510238034482
1599004800000000000,1048197.0820286905,-0.40249839782844565,-0.016426789473612202
1599091200000000000,1054992.0068636788,-0.39327457496330737,0.00648248783696026
1599177600000000000,1028380.4260765456,-0.429131438313813,-0.02522443830285037
1599436800000000000,1061419.3769459974,-0.3840725509580939,0.03212716814875716
1599523200000000000,1039635.4836885283,-0.4128756971886877,-0.020523361199743184
1599609600000000000,1052040.01724566,-0.39602139897850797,0.011931618102454244
1599696000000000000,1060793.5187602744,-0.3843068126108413,0.008320502424928433
1599782400000000000,1071064.1873316853,-0.37084351291170237,0.009682061956236332
1600041600000000000,1000000.0,0.0,-0.06634913964281242
1600128000000000000,1000000.0,0.0,0.0
1600214400000000000,1000000.0,0.0,0.0
1600300800000000000,1000000.0,0.0,0.0
1600387200000000000,1000000.0,0.0,0.0
1600646400000000000,1000000.0,0.0,0.0
1600732800000000000,1000000.0,0.0,0.0
1600819200000000000,1000000.0,0.0,0.0
1600905600000000000,1000000.0,0.0,0.0
1600992000000000000,1000000.0,0.0,0.0
1601251200000000000,1000000.0,0.0,0.0
1601337600000000000,1000000.0,0.0,0.0
1601424000000000000,1000000.0,0.0,0.0
1601510400000000000,1000000.0,0.0,0.0
1601596800000000000,1009545.2492989039,-0.5622558898624855,0.00954524929890388
1601856000000000000,988645.8022864055,-0.5947973519556264,-0.020701842762384737
1601942400000000000,991800.3942572016,-0.58956414946974,0.003190821185403925
1602028800000000000,939472.6551070972,-0.6779294431772428,-0.052760353245568825
1602115200000000000,960248.4803906583,-0.6414568580003475,0.022114348055391364
1602201600000000000,967031.4261035718,-0.6297746365460652,0.007063740116676875
1602460800000000000,955395.8567175472,-0.6491130062063308,-0.012032255697115635
1602547200000000000,883975.7831386426,-0.7821675072987362,-0.07475443092696943
1602633600000000000,911565.124223367,-0.7280507950646182,0.03121051686140741
1602720000000000000,871547.1103157606,-0.8072102556213111,-0.04390033453912667
1602806400000000000,841595.1837951906,-0.8713327900738761,-0.03436638842129647
1603065600000000000,889486.2361282114,-0.7700362252185232,0.056905093155423137
1603152000000000000,823985.1279482192,-0.9105437026603088,-0.07363925996776277
1603238400000000000,828309.7561834193,-0.9003726586070228,0.005248429963740531
1603324800000000000,841082.8091369576,-0.8713203829965165,0.015420623574920134
1603411200000000000,805560.9973804667,-0.953636753903284,-0.04223342977719424
1603670400000000000,796714.3562057371,-0.974727729732866,-0.010981963133142258
1603756800000000000,789679.537582546,-0.9921182325812825,-0.008829787700442182
1603843200000000000,831564.4401741123,-0.8915895006269907,0.05304037979734022
1603929600000000000,816102.8828714456,-0.9272337648428574,-0.018593336313694975
1604016000000000000,793281.9591258685,-0.9824776078757854,-0.02796329264918418
1604275200000000000,757240.9516685646,-1.076202465104782,-0.045432783441864966
1604361600000000000,748642.5225540738,0.06909633308634802,-0.01135494467849929
1604448000000000000,733952.4976791943,0.05055221789873559,-0.01962221545306153
1604534400000000000,737573.2089710465,0.055300601525239405,0.004933168431609847
