date,turnover,commission,half_spread,impact,total_cost,participation,realized_vol_at_decision,decision_weight,executed_weight,gross_return,net_return,stressed_return_5x_cost,signal_available_date,strategy_net,market,static_risk_matched,mkt_rf,rf
2017-01-31,0.044929334387,1.572527e-06,2.246467e-06,6.7341e-08,3.886334e-06,2.246467e-06,0.073854915689,1.354006013914,1.35296321731,0.0,-3.886334e-06,-1.9431672e-05,2017-01-30,-3.886334e-06,0.0,0.0,0.0,0.0
2017-02-01,0.001042796603,3.6498e-08,5.214e-08,2.38e-10,8.8876e-08,5.214e-08,0.070875585158,1.410923095417,1.354006013914,0.000406201804,0.000406112928,0.000405757425,2017-01-31,0.000406112928,0.0003,0.000187500735,0.0003,0.0
2017-02-02,0.056917081503,1.992098e-06,2.845854e-06,9.6017e-08,4.933969e-06,2.845854e-06,0.065948291432,1.5,1.410923095417,-0.000282184619,-0.000287118588,-0.000306854465,2017-02-01,-0.000287118588,-0.0002,-0.00012500049,-0.0002,0.0
2017-02-03,0.089076904583,3.117692e-06,4.453845e-06,1.87989e-07,7.759526e-06,4.453845e-06,0.066356440101,1.5,1.5,0.0123,0.012292240474,0.01226120237,2017-02-02,0.012292240474,0.0082,0.005125020093,0.0082,0.0
2017-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.066674989957,1.499812749354,1.5,-0.00405,-0.00405,-0.00405,2017-02-03,-0.00405,-0.0027,-0.001687506616,-0.0027,0.0
2017-02-07,0.000187250646,6.554e-09,9.363e-09,1.8e-11,1.5934e-08,9.363e-09,0.066156006098,1.5,1.499812749354,0.0,-1.5934e-08,-7.9672e-08,2017-02-06,-1.5934e-08,0.0,0.0,0.0,0.0
2017-02-08,0.000187250646,6.554e-09,9.363e-09,1.8e-11,1.5934e-08,9.363e-09,0.064543938523,1.5,1.5,0.00105,0.001049984066,0.001049920328,2017-02-07,0.001049984066,0.0007,0.000437501715,0.0007,0.0
2017-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.068144216818,1.4674759601,1.5,0.01065,0.01065,0.01065,2017-02-08,0.01065,0.0071,0.004437517397,0.0071,0.0
2017-02-10,0.0325240399,1.138341e-06,1.626202e-06,4.1476e-08,2.806019e-06,1.626202e-06,0.068410358447,1.461766935155,1.4674759601,0.005429661052,0.005426855033,0.005415630958,2017-02-09,0.005426855033,0.0037,0.002312509066,0.0037,0.0
2017-02-13,0.005709024946,1.99816e-07,2.85451e-07,3.05e-09,4.88317e-07,2.85451e-07,0.068231957322,1.465588910604,1.461766935155,0.007162657982,0.007162169665,0.007160216396,2017-02-10,0.007162169665,0.0049,0.003062512007,0.0049,0.0
2017-02-14,0.003821975449,1.33769e-07,1.91099e-07,1.671e-09,3.26539e-07,1.91099e-07,0.068902664265,1.451322689279,1.465588910604,0.006595150098,0.006594823559,0.006593517404,2017-02-13,0.006594823559,0.0045,0.002812511027,0.0045,0.0
2017-02-15,0.014266221325,4.99318e-07,7.13311e-07,1.2049e-08,1.224678e-06,7.13311e-07,0.066395438742,1.5,1.451322689279,0.007692010253,0.007690785575,0.007685886864,2017-02-14,0.007690785575,0.0053,0.003312512987,0.0053,0.0
2017-02-16,0.048677310721,1.703706e-06,2.433866e-06,7.5941e-08,4.213512e-06,2.433866e-06,0.067352463101,1.484726695899,1.5,-0.0024,-0.002404213512,-0.002421067561,2017-02-15,-0.002404213512,-0.0016,-0.001000003921,-0.0016,0.0
2017-02-17,0.015273304101,5.34566e-07,7.63665e-07,1.3347e-08,1.311578e-06,7.63665e-07,0.064527734901,1.5,1.484726695899,0.002969453392,0.002968141814,0.002962895502,2017-02-16,0.002968141814,0.002,0.001250004901,0.002,0.0
2017-02-21,0.015273304101,5.34566e-07,7.63665e-07,1.3347e-08,1.311578e-06,7.63665e-07,0.06585542607,1.5,1.5,0.009,0.008998688422,0.008993442111,2017-02-17,0.008998688422,0.006,0.003750014702,0.006,0.0
2017-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.064755363815,1.5,1.5,-0.00225,-0.00225,-0.00225,2017-02-21,-0.00225,-0.0015,-0.000937503676,-0.0015,0.0
2017-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.061879514265,1.5,1.5,-0.0018,-0.0018,-0.0018,2017-02-22,-0.0018,-0.0012,-0.00075000294,-0.0012,0.0
2017-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.05707328622,1.5,1.5,0.00225,0.00225,0.00225,2017-02-23,0.00225,0.0015,0.000937503676,0.0015,0.0
2017-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.056511844523,1.5,1.5,0.00315,0.00315,0.00315,2017-02-24,0.00315,0.0021,0.001312505146,0.0021,0.0
2017-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.059071772326,1.5,1.5,-0.0063,-0.0063,-0.0063,2017-02-27,-0.0063,-0.0042,-0.002625010291,-0.0042,0.0
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.067624509504,1.478753794043,1.5,0.02205,0.02205,0.02205,2017-02-28,0.02205,0.0147,0.00918753602,0.0147,0.0
2017-03-02,0.021246205957,7.43617e-07,1.06231e-06,2.1898e-08,1.827826e-06,1.06231e-06,0.074218057102,1.347381000051,1.478753794043,-0.010203401179,-0.010205229005,-0.010212540307,2017-03-01,-0.010205229005,-0.0069,-0.004312516907,-0.0069,0.0
2017-03-03,0.131372793992,4.598048e-06,6.56864e-06,3.367e-07,1.1503388e-05,6.56864e-06,0.074097079179,1.349580862134,1.347381000051,0.0010779048,0.001066401413,0.001020387862,2017-03-02,0.001066401413,0.0008,0.00050000196,0.0008,0.0
2017-03-06,0.002199862083,7.6995e-08,1.09993e-07,7.3e-10,1.87718e-07,1.09993e-07,0.076288774684,1.310808836734,1.349580862134,-0.00499344919,-0.004993636908,-0.004994387779,2017-03-03,-0.004993636908,-0.0037,-0.002312509066,-0.0037,0.0
2017-03-07,0.0387720254,1.357021e-06,1.938601e-06,5.3984e-08,3.349606e-06,1.938601e-06,0.074918088603,1.334791128071,1.310808836734,-0.004587830929,-0.004591180534,-0.004604578958,2017-03-06,-0.004591180534,-0.0035,-0.002187508576,-0.0035,0.0
2017-03-08,0.023982291337,8.3938e-07,1.199115e-06,2.6262e-08,2.064756e-06,1.199115e-06,0.074448601637,1.343208573446,1.334791128071,-0.002536103143,-0.0025381679,-0.002546426925,2017-03-07,-0.0025381679,-0.0019,-0.001187504656,-0.0019,0.0
2017-03-09,0.008417445375,2.94611e-07,4.20872e-07,5.461e-09,7.20944e-07,4.20872e-07,0.074357207356,1.344859544306,1.343208573446,0.000671604287,0.000670883343,0.000667999568,2017-03-08,0.000670883343,0.0005,0.000312501225,0.0005,0.0
2017-03-10,0.001650970859,5.7784e-08,8.2549e-08,4.74e-10,1.40807e-07,8.2549e-08,0.074614054593,1.340230075219,1.344859544306,0.004572522451,0.004572381644,0.004571818416,2017-03-09,0.004572381644,0.0034,0.002125008331,0.0034,0.0
2017-03-13,0.004629469087,1.62031e-07,2.31473e-07,2.227e-09,3.95732e-07,2.31473e-07,0.071941007579,1.390027793129,1.340230075219,0.001742299098,0.001741903366,0.001740320437,2017-03-10,0.001741903366,0.0013,0.000812503185,0.0013,0.0
2017-03-14,0.04979771791,1.74292e-06,2.489886e-06,7.8578e-08,4.311384e-06,2.489886e-06,0.073177045581,1.366548747708,1.390027793129,-0.005004100055,-0.005008411439,-0.005025656974,2017-03-13,-0.005008411439,-0.0036,-0.002250008821,-0.0036,0.0
2017-03-15,0.023479045421,8.21767e-07,1.173952e-06,2.5439e-08,2.021158e-06,1.173952e-06,0.076593323096,1.30559683218,1.366548747708,0.01175231923,0.011750298072,0.011742213439,2017-03-14,0.011750298072,0.0086,0.005375021073,0.0086,0.0
2017-03-16,0.060951915528,2.133317e-06,3.047596e-06,1.06406e-07,5.287319e-06,3.047596e-06,0.075817374564,1.3189588874,1.30559683218,-0.000913917783,-0.000919205101,-0.000940354377,2017-03-15,-0.000919205101,-0.0007,-0.000437501715,-0.0007,0.0
2017-03-17,0.013362055221,4.67672e-07,6.68103e-07,1.0922e-08,1.146697e-06,6.68103e-07,0.074289395513,1.346087140826,1.3189588874,-0.00105516711,-0.001056313806,-0.001060900592,2017-03-16,-0.001056313806,-0.0008,-0.00050000196,-0.0008,0.0
2017-03-20,0.027128253425,9.49489e-07,1.356413e-06,3.1595e-08,2.337496e-06,1.356413e-06,0.074661598467,1.339376628048,1.346087140826,-0.003365217852,-0.003367555349,-0.003376905335,2017-03-17,-0.003367555349,-0.0025,-0.001562506126,-0.0025,0.0
2017-03-21,0.006710512778,2.34868e-07,3.35526e-07,3.887e-09,5.74281e-07,3.35526e-07,0.090709079716,1.102425471777,1.339376628048,-0.019956711758,-0.019957286039,-0.019959583161,2017-03-20,-0.019957286039,-0.0149,-0.00931253651,-0.0149,0.0
2017-03-22,0.236951156271,8.29329e-06,1.1847558e-05,8.15593e-07,2.0956441e-05,1.1847558e-05,0.088221927951,1.133505040326,1.102425471777,0.001763880755,0.001742924314,0.001659098551,2017-03-21,0.001742924314,0.0016,0.001000003921,0.0016,0.0
2017-03-23,0.031079568549,1.087785e-06,1.553978e-06,3.8743e-08,2.680507e-06,1.553978e-06,0.088155058197,1.134364857165,1.133505040326,-0.000340051512,-0.000342732019,-0.000353454046,2017-03-22,-0.000342732019,-0.0003,-0.000187500735,-0.0003,0.0
2017-03-24,0.000859816839,3.0094e-08,4.2991e-08,1.78e-10,7.3263e-08,4.2991e-08,0.088116481351,1.134861475022,1.134364857165,-0.000567182429,-0.000567255691,-0.000567548742,2017-03-23,-0.000567255691,-0.0005,-0.000312501225,-0.0005,0.0
2017-03-27,0.000496617857,1.7382e-08,2.4831e-08,7.8e-11,4.2291e-08,2.4831e-08,0.08785019717,1.138301372348,1.134861475022,-0.000567430738,-0.000567473028,-0.000567642191,2017-03-24,-0.000567473028,-0.0005,-0.000312501225,-0.0005,0.0
2017-03-28,0.003439897326,1.20396e-07,1.71995e-07,1.427e-09,2.93818e-07,1.71995e-07,0.091400969048,1.094080303983,1.138301372348,0.008309600018,0.0083093062,0.008308130929,2017-03-27,0.0083093062,0.0073,0.004562517887,0.0073,0.0
2017-03-29,0.044221068366,1.547737e-06,2.211053e-06,6.5755e-08,3.824546e-06,2.211053e-06,0.090556817208,1.104279093315,1.094080303983,0.001969344547,0.001965520001,0.001950221818,2017-03-28,0.001965520001,0.0018,0.001125004411,0.0018,0.0
2017-03-30,0.010198789332,3.56958e-07,5.09939e-07,7.283e-09,8.7418e-07,5.09939e-07,0.075465943123,1.325101043754,1.104279093315,0.003975404736,0.003974530556,0.003971033836,2017-03-29,0.003974530556,0.0036,0.002250008821,0.0036,0.0
2017-03-31,0.220821950439,7.728768e-06,1.1041098e-05,7.3375e-07,1.9503616e-05,1.1041098e-05,0.072142082033,1.386153506837,1.325101043754,-0.00212016167,-0.002139665286,-0.002217679751,2017-03-30,-0.002139665286,-0.0016,-0.001000003921,-0.0016,0.0
2017-04-03,0.061052463083,2.136836e-06,3.052623e-06,1.06669e-07,5.296129e-06,3.052623e-06,0.072528851402,1.378761666106,1.386153506837,-0.003881229819,-0.003886525948,-0.003907710463,2017-03-31,-0.003886525948,-0.0028,-0.001750006861,-0.0028,0.0
2017-04-04,0.00739184073,2.58714e-07,3.69592e-07,4.494e-09,6.328e-07,3.69592e-07,0.071646592981,1.395739781056,1.378761666106,0.000689380833,0.000688748033,0.000686216832,2017-04-03,0.000688748033,0.0005,0.000312501225,0.0005,0.0
2017-04-05,0.016978114949,5.94234e-07,8.48906e-07,1.5643e-08,1.458783e-06,8.48906e-07,0.072200751876,1.385027127862,1.395739781056,-0.006141255037,-0.006142713819,-0.00614854895,2017-04-04,-0.006142713819,-0.0044,-0.002750010782,-0.0044,0.0
2017-04-06,0.010712653194,3.74943e-07,5.35633e-07,7.84e-09,9.18416e-07,5.35633e-07,0.072831155029,1.373038776609,1.385027127862,0.004293584096,0.004292665681,0.004288992017,2017-04-05,0.004292665681,0.0031,0.001937507596,0.0031,0.0
2017-04-07,0.011988351253,4.19592e-07,5.99418e-07,9.282e-09,1.028291e-06,5.99418e-07,0.072847472748,1.372731218095,1.373038776609,-0.001098431021,-0.001099459313,-0.001103572479,2017-04-06,-0.001099459313,-0.0008,-0.00050000196,-0.0008,0.0
2017-04-10,0.000307558513,1.0765e-08,1.5378e-08,3.8e-11,2.6181e-08,1.5378e-08,0.071870120952,1.391398799318,1.372731218095,0.001098184974,0.001098158794,0.001098054071,2017-04-07,0.001098158794,0.0008,0.00050000196,0.0008,0.0
2017-04-11,0.018667581222,6.53365e-07,9.33379e-07,1.8035e-08,1.604779e-06,9.33379e-07,0.071668044284,1.395322015547,1.391398799318,-0.0006956994,-0.000697304179,-0.000703723297,2017-04-10,-0.000697304179,-0.0005,-0.000312501225,-0.0005,0.0
2017-04-12,0.003923216229,1.37313e-07,1.96161e-07,1.738e-09,3.35211e-07,1.96161e-07,0.07251301361,1.37906280571,1.395322015547,-0.006837077876,-0.006837413087,-0.006838753931,2017-04-11,-0.006837413087,-0.0049,-0.003062512007,-0.0049,0.0
2017-04-13,0.016259209837,5.69072e-07,8.1296e-07,1.466e-08,1.396693e-06,8.1296e-07,0.068935746481,1.450626200558,1.37906280571,-0.010342971043,-0.010344367736,-0.010349954507,2017-04-12,-0.010344367736,-0.0075,-0.004687518378,-0.0075,0.0
2017-04-17,0.071563394848,2.504719e-06,3.57817e-06,1.3537e-07,6.218258e-06,3.57817e-06,0.076859798149,1.301070291738,1.450626200558,0.012910573185,0.012904354927,0.012879481894,2017-04-13,0.012904354927,0.0089,0.005562521808,0.0089,0.0
2017-04-18,0.14955590882,5.234457e-06,7.477795e-06,4.08969e-07,1.3121221e-05,7.477795e-06,0.077104604272,1.296939410346,1.301070291738,-0.003252675729,-0.003265796951,-0.003318281835,2017-04-17,-0.003265796951,-0.0025,-0.001562506126,-0.0025,0.0
2017-04-19,0.004130881392,1.44581e-07,2.06544e-07,1.877e-09,3.53002e-07,2.06544e-07,0.076859798149,1.301070291738,1.296939410346,-0.001037551528,-0.001037904531,-0.00103931654,2017-04-18,-0.001037904531,-0.0008,-0.00050000196,-0.0008,0.0
2017-04-20,0.004130881392,1.44581e-07,2.06544e-07,1.877e-09,3.53002e-07,2.06544e-07,0.064375683075,1.5,1.301070291738,0.010798883421,0.010798530419,0.01079711841,2017-04-19,0.010798530419,0.0083,0.005187520338,0.0083,0.0
2017-04-21,0.198929708262,6.96254e-06,9.946485e-06,6.27385e-07,1.7536411e-05,9.946485e-06,0.065121249549,1.5,1.5,-0.0042,-0.004217536411,-0.004287682053,2017-04-20,-0.004217536411,-0.0028,-0.001750006861,-0.0028,0.0
2017-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.075934633544,1.316922138596,1.5,0.0177,0.0177,0.0177,2017-04-21,0.0177,0.0118,0.007375028914,0.0118,0.0
2017-04-25,0.183077861404,6.407725e-06,9.153893e-06,5.53909e-07,1.6115528e-05,9.153893e-06,0.07825022136,1.277951656395,1.316922138596,0.008691686115,0.008675570587,0.008611108477,2017-04-24,0.008675570587,0.0066,0.004125016172,0.0066,0.0
2017-04-26,0.038970482202,1.363967e-06,1.948524e-06,5.4399e-08,3.36689e-06,1.948524e-06,0.078085081802,1.280654354103,1.277951656395,0.000511180663,0.000507813773,0.000494346214,2017-04-25,0.000507813773,0.0004,0.00025000098,0.0004,0.0
2017-04-27,0.002702697708,9.4594e-08,1.35135e-07,9.94e-10,2.30723e-07,1.35135e-07,0.074998514271,1.333359746817,1.280654354103,0.000640327177,0.000640096454,0.000639173563,2017-04-26,0.000640096454,0.0005,0.000312501225,0.0005,0.0
2017-04-28,0.052705392714,1.844689e-06,2.63527e-06,8.5559e-08,4.565518e-06,2.63527e-06,0.076012029123,1.315581246199,1.333359746817,-0.00400007924,-0.004004644758,-0.004022906829,2017-04-27,-0.004004644758,-0.003,-0.001875007351,-0.003,0.0
2017-05-01,0.017778500618,6.22248e-07,8.88925e-07,1.6762e-08,1.527935e-06,8.88925e-07,0.075472227626,1.324990703803,1.315581246199,0.002762720617,0.002761192682,0.002755080944,2017-04-28,0.002761192682,0.0021,0.001312505146,0.0021,0.0
2017-05-02,0.009409457605,3.29331e-07,4.70473e-07,6.454e-09,8.06258e-07,4.70473e-07,0.075097270257,1.331606324148,1.324990703803,0.000397497211,0.000396690953,0.000393465921,2017-05-01,0.000396690953,0.0003,0.000187500735,0.0003,0.0
2017-05-03,0.006615620345,2.31547e-07,3.30781e-07,3.805e-09,5.66133e-07,3.30781e-07,0.074663894506,1.339335439989,1.331606324148,-0.002530052016,-0.002530618148,-0.002532882679,2017-05-02,-0.002530618148,-0.0019,-0.001187504656,-0.0019,0.0
2017-05-04,0.007729115841,2.70519e-07,3.86456e-07,4.805e-09,6.6178e-07,3.86456e-07,0.074679276146,1.339059577978,1.339335439989,0.000267867088,0.000267205308,0.00026455819,2017-05-03,0.000267205308,0.0002,0.00012500049,0.0002,0.0
2017-05-05,0.000275862011,9.655e-09,1.3793e-08,3.2e-11,2.3481e-08,1.3793e-08,0.073548196054,1.359652654513,1.339059577978,0.006159674059,0.006159650578,0.006159556655,2017-05-04,0.006159650578,0.0046,0.002875011272,0.0046,0.0
2017-05-08,0.020593076535,7.20758e-07,1.029654e-06,2.0896e-08,1.771308e-06,1.029654e-06,0.073352144773,1.363286653839,1.359652654513,-0.000543861062,-0.000545632369,-0.0005527176,2017-05-05,-0.000545632369,-0.0004,-0.00025000098,-0.0004,0.0
2017-05-09,0.003633999326,1.2719e-07,1.817e-07,1.549e-09,3.10439e-07,1.817e-07,0.073274513207,1.36473100432,1.363286653839,-0.000681643327,-0.000681953766,-0.000683195522,2017-05-08,-0.000681953766,-0.0005,-0.000312501225,-0.0005,0.0
2017-05-10,0.001444350482,5.0552e-08,7.2218e-08,3.88e-10,1.23158e-07,7.2218e-08,0.073359622993,1.363147681514,1.36473100432,0.002729462009,0.002729338851,0.002728846219,2017-05-09,0.002729338851,0.002,0.001250004901,0.002,0.0
2017-05-11,0.001583322807,5.5416e-08,7.9166e-08,4.45e-10,1.35028e-07,7.9166e-08,0.074156051675,1.348507609851,1.363147681514,-0.003407869204,-0.003408004232,-0.003408544343,2017-05-10,-0.003408004232,-0.0025,-0.001562506126,-0.0025,0.0
2017-05-12,0.014640071663,5.12403e-07,7.32004e-07,1.2526e-08,1.256932e-06,7.32004e-07,0.071954350608,1.389770029955,1.348507609851,-0.002427313698,-0.002428570629,-0.002433598356,2017-05-11,-0.002428570629,-0.0018,-0.001125004411,-0.0018,0.0
2017-05-15,0.041262420105,1.444185e-06,2.063121e-06,5.9268e-08,3.566573e-06,2.063121e-06,0.066513586152,1.5,1.389770029955,0.007365781159,0.007362214585,0.007347948292,2017-05-12,0.007362214585,0.0053,0.003312512987,0.0053,0.0
2017-05-16,0.110229970045,3.858049e-06,5.511499e-06,2.58782e-07,9.62833e-06,5.511499e-06,0.061580423605,1.5,1.5,-0.00045,-0.00045962833,-0.000498141649,2017-05-15,-0.00045962833,-0.0003,-0.000187500735,-0.0003,0.0
2017-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.093318808394,1.071595337761,1.5,-0.02955,-0.02955,-0.02955,2017-05-16,-0.02955,-0.0197,-0.012312548272,-0.0197,0.0
2017-05-18,0.428404662239,1.4994163e-05,2.1420233e-05,1.982742e-06,3.8397139e-05,2.1420233e-05,0.093986564389,1.06398186432,1.071595337761,0.004286381351,0.004247984212,0.004094395658,2017-05-17,0.004247984212,0.004,0.002500009801,0.004,0.0
2017-05-19,0.007613473441,2.66472e-07,3.80674e-07,4.697e-09,6.51843e-07,3.80674e-07,0.092808620289,1.077486118082,1.06398186432,0.00744787305,0.007447221208,0.007444613837,2017-05-18,0.007447221208,0.007,0.004375017152,0.007,0.0
2017-05-22,0.013504253762,4.72649e-07,6.75213e-07,1.1097e-08,1.158958e-06,6.75213e-07,0.093493957024,1.069587844852,1.077486118082,0.006033922261,0.006032763303,0.00602812747,2017-05-19,0.006032763303,0.0056,0.003500013722,0.0056,0.0
2017-05-23,0.007898273229,2.7644e-07,3.94914e-07,4.963e-09,6.76317e-07,3.94914e-07,0.085346219265,1.171698065374,1.069587844852,0.001925258121,0.001924581804,0.001921876537,2017-05-22,0.001924581804,0.0018,0.001125004411,0.0018,0.0
2017-05-24,0.102110220522,3.573858e-06,5.105511e-06,2.30722e-07,8.910091e-06,5.105511e-06,0.08288387746,1.206507261293,1.171698065374,0.002812075357,0.002803165266,0.002767524904,2017-05-23,0.002803165266,0.0024,0.001500005881,0.0024,0.0
2017-05-25,0.034809195919,1.218322e-06,1.74046e-06,4.5923e-08,3.004704e-06,1.74046e-06,0.083933034532,1.191426004765,1.206507261293,0.005067330497,0.005064325793,0.005052306976,2017-05-24,0.005064325793,0.0042,0.002625010291,0.0042,0.0
2017-05-26,0.015081256528,5.27844e-07,7.54063e-07,1.3096e-08,1.295003e-06,7.54063e-07,0.083934123828,1.191410542443,1.191426004765,0.000714855603,0.0007135606,0.000708380588,2017-05-25,0.0007135606,0.0006,0.00037500147,0.0006,0.0
2017-05-30,1.5462322e-05,5.41e-10,7.73e-10,0.0,1.315e-09,7.73e-10,0.083468522724,1.198056425783,1.191410542443,-0.002263680031,-0.002263681345,-0.002263686604,2017-05-26,-0.002263681345,-0.0019,-0.001187504656,-0.0019,0.0
2017-05-31,0.00664588334,2.32606e-07,3.32294e-07,3.831e-09,5.68731e-07,3.32294e-07,0.08331091508,1.20032290972,1.198056425783,-0.000239611285,-0.000240180016,-0.000242454941,2017-05-30,-0.000240180016,-0.0002,-0.00012500049,-0.0002,0.0
2017-06-01,0.002266483937,7.9327e-08,1.13324e-07,7.63e-10,1.93414e-07,1.13324e-07,0.088662892866,1.127867552785,1.20032290972,0.011283035351,0.011282841937,0.011282068281,2017-05-31,0.011282841937,0.0094,0.005875023033,0.0094,0.0
2017-06-02,0.072455356935,2.535937e-06,3.622768e-06,1.37908e-07,6.296614e-06,3.622768e-06,0.088530543559,1.12955366566,1.127867552785,0.003947536435,0.003941239821,0.003916053366,2017-06-01,0.003941239821,0.0035,0.002187508576,0.0035,0.0
2017-06-05,0.001686112875,5.9014e-08,8.4306e-08,4.9e-10,1.43809e-07,8.4306e-08,0.088996564942,1.123638873764,1.12955366566,-0.001920241232,-0.001920385041,-0.001920960277,2017-06-02,-0.001920385041,-0.0017,-0.001062504166,-0.0017,0.0
