timestamp,equity,exposure,returns
1577923200000000000,1000000.0,0.0,0.0
1578009600000000000,1000000.0,0.0,0.0
1578268800000000000,1000000.0,0.0,0.0
1578355200000000000,1000000.0,0.0,0.0
1578441600000000000,1000000.0,0.0,0.0
1578528000000000000,1000000.0,0.0,0.0
1578614400000000000,1000000.0,0.0,0.0
1578873600000000000,1000000.0,0.0,0.0
1578960000000000000,1000000.0,0.0,0.0
1579046400000000000,1000000.0,0.0,0.0
1579132800000000000,1000000.0,0.0,0.0
1579219200000000000,1000000.0,0.0,0.0
1579478400000000000,1000000.0,0.0,0.0
1579564800000000000,1000000.0,0.0,0.0
1579651200000000000,1000000.0,0.0,0.0
1579737600000000000,1000000.0,0.0,0.0
1579824000000000000,1000000.0,0.0,0.0
1580083200000000000,1000000.0,0.0,0.0
1580169600000000000,1000000.0,0.0,0.0
1580256000000000000,1000000.0,0.0,0.0
1580342400000000000,1000000.0,0.0,0.0
1580428800000000000,1000000.0,0.0,0.0
1580688000000000000,1000000.0,0.0,0.0
1580774400000000000,1000000.0,0.0,0.0
1580860800000000000,1000000.0,0.0,0.0
1580947200000000000,1000000.0,0.0,0.0
1581033600000000000,1000000.0,0.0,0.0
1581292800000000000,1000000.0,0.0,0.0
1581379200000000000,1000000.0,0.0,0.0
1581465600000000000,1000000.0,0.0,0.0
1581552000000000000,1000000.0,0.0,0.0
1581638400000000000,1000000.0,0.0,0.0
1581897600000000000,1000000.0,0.0,0.0
1581984000000000000,1000000.0,0.0,0.0
1582070400000000000,1000000.0,0.0,0.0
1582156800000000000,1000000.0,0.0,0.0
1582243200000000000,1000000.0,0.0,0.0
1582502400000000000,1000000.0,0.0,0.0
1582588800000000000,1000000.0,0.0,0.0
1582675200000000000,1000000.0,0.0,0.0
1582761600000000000,1000000.0,0.0,0.0
1582848000000000000,1000000.0,0.0,0.0
1583107200000000000,1000000.0,0.0,0.0
1583193600000000000,1000000.0,0.0,0.0
1583280000000000000,1000000.0,0.0,0.0
1583366400000000000,1000000.0,0.0,0.0
1583452800000000000,1000000.0,0.0,0.0
1583712000000000000,1000000.0,0.0,0.0
1583798400000000000,1000000.0,0.0,0.0
1583884800000000000,1000000.0,0.0,0.0
1583971200000000000,1000000.0,0.0,0.0
1584057600000000000,1000000.0,0.0,0.0
1584316800000000000,1000000.0,0.0,0.0
1584403200000000000,1000000.0,0.0,0.0
1584489600000000000,1000000.0,0.0,0.0
1584576000000000000,1000000.0,0.0,0.0
1584662400000000000,1000000.0,0.0,0.0
1584921600000000000,1000000.0,0.0,0.0
1585008000000000000,1000000.0,0.0,0.0
1585094400000000000,1000000.0,0.0,0.0
1585180800000000000,1000000.0,0.0,0.0
1585267200000000000,1000000.0,0.0,0.0
1585526400000000000,1000000.0,0.0,0.0
1585612800000000000,1000000.0,0.0,0.0
1585699200000000000,1000000.0,0.0,0.0
1585785600000000000,1000000.0,0.0,0.0
1585872000000000000,1000000.0,0.0,0.0
1586131200000000000,1000000.0,0.0,0.0
1586217600000000000,1000000.0,0.0,0.0
1586304000000000000,1000000.0,0.0,0.0
1586390400000000000,1000000.0,0.0,0.0
1586476800000000000,1000000.0,0.0,0.0
1586736000000000000,1000000.0,0.0,0.0
1586822400000000000,1000000.0,0.0,0.0
1586908800000000000,1000000.0,0.0,0.0
1586995200000000000,1000000.0,0.0,0.0
1587081600000000000,1000000.0,0.0,0.0
1587340800000000000,1000000.0,0.0,0.0
1587427200000000000,1000000.0,0.0,0.0
1587513600000000000,1000000.0,0.0,0.0
1587600000000000000,1000000.0,0.0,0.0
1587686400000000000,1000000.0,0.0,0.0
1587945600000000000,1000000.0,0.0,0.0
1588032000000000000,1000000.0,0.0,0.0
1588118400000000000,1000000.0,0.0,0.0
1588204800000000000,1000000.0,0.0,0.0
1588291200000000000,1000000.0,0.0,0.0
1588550400000000000,1000000.0,0.0,0.0
1588636800000000000,1000000.0,0.0,0.0
1588723200000000000,1000000.0,0.0,0.0
1588809600000000000,1000000.0,0.0,0.0
1588896000000000000,1000000.0,0.0,0.0
1589155200000000000,1000000.0,0.0,0.0
1589241600000000000,1000000.0,0.0,0.0
1589328000000000000,1000000.0,0.0,0.0
1589414400000000000,1000000.0,0.0,0.0
1589500800000000000,1000000.0,0.0,0.0
1589760000000000000,1000000.0,0.0,0.0
1589846400000000000,1000000.0,0.0,0.0
1589932800000000000,1000000.0,0.0,0.0
1590019200000000000,1000000.0,0.0,0.0
1590105600000000000,1000000.0,0.0,0.0
1590364800000000000,1000000.0,0.0,0.0
1590451200000000000,1000000.0,0.0,0.0
1590537600000000000,1000000.0,0.0,0.0
1590624000000000000,1000000.0,0.0,0.0
1590710400000000000,1000000.0,0.0,0.0
1590969600000000000,1000000.0,0.0,0.0
1591056000000000000,1000000.0,0.0,0.0
1591142400000000000,1000000.0,0.0,0.0
1591228800000000000,1000000.0,0.0,0.0
1591315200000000000,1000000.0,0.0,0.0
1591574400000000000,1000000.0,0.0,0.0
1591660800000000000,1000000.0,0.0,0.0
1591747200000000000,1000000.0,0.0,0.0
1591833600000000000,1000000.0,0.0,0.0
1591920000000000000,1000000.0,0.0,0.0
1592179200000000000,1000000.0,0.0,0.0
1592265600000000000,1000000.0,0.0,0.0
1592352000000000000,1000000.0,0.0,0.0
1592438400000000000,1000000.0,0.0,0.0
1592524800000000000,1000000.0,0.0,0.0
1592784000000000000,1000000.0,0.0,0.0
1592870400000000000,1000000.0,0.0,0.0
1592956800000000000,1000000.0,0.0,0.0
1593043200000000000,1000000.0,0.0,0.0
1593129600000000000,1000000.0,0.0,0.0
1593388800000000000,1000000.0,0.0,0.0
1593475200000000000,1000000.0,0.0,0.0
1593561600000000000,1000000.0,0.0,0.0
1593648000000000000,1000000.0,0.0,0.0
1593734400000000000,1000000.0,0.0,0.0
1593993600000000000,1000000.0,0.0,0.0
1594080000000000000,1000000.0,0.0,0.0
1594166400000000000,1000000.0,0.0,0.0
1594252800000000000,1000000.0,0.0,0.0
1594339200000000000,1000000.0,0.0,0.0
1594598400000000000,1000000.0,0.0,0.0
1594684800000000000,1000000.0,0.0,0.0
1594771200000000000,1000000.0,0.0,0.0
1594857600000000000,1000000.0,0.0,0.0
1594944000000000000,1000000.0,0.0,0.0
1595203200000000000,1000000.0,0.0,0.0
1595289600000000000,1000000.0,0.0,0.0
1595376000000000000,1000000.0,0.0,0.0
1595462400000000000,1000000.0,0.0,0.0
1595548800000000000,1000000.0,0.0,0.0
1595808000000000000,1000000.0,0.0,0.0
1595894400000000000,1000000.0,0.0,0.0
1595980800000000000,1000000.0,0.0,0.0
1596067200000000000,1000000.0,0.0,0.0
1596153600000000000,1000000.0,0.0,0.0
1596412800000000000,1000000.0,0.0,0.0
1596499200000000000,1005388.3600899999,0.6748153681680447,0.005388360089999766
1596585600000000000,999395.017436,0.6728652454534209,-0.005961221446271092
1596672000000000000,994733.114242,0.6713320999943484,-0.004664725271455117
1596758400000000000,971062.882644,0.6633206257108502,-0.023795560094565738
1597017600000000000,991029.277456,0.6701037485358091,0.020561381934026457
1597104000000000000,1003642.038981,0.6742495521053108,0.012726931294479327
1597190400000000000,1001850.437195,0.673667014969456,-0.0017851003808280197
1597276800000000000,1004842.6239380001,0.6746387584130066,0.0029866601160324358
1597363200000000000,974805.886194,0.6646133877992043,-0.029891982115851534
1597622400000000000,968368.208233,0.6623837493379012,-0.006604061436410791
1597708800000000000,986728.14228,0.6686657350538742,0.018959662131516897
1597795200000000000,1000607.390143,0.6732616139510259,0.014065928869657851
1597881600000000000,1005450.148856,0.6748353520102529,0.004839819054612393
1597968000000000000,1005393.1904479999,0.6748169305002772,-5.664965892637763e-05
1598227200000000000,1016979.5480489999,0.678521712308567,0.011524205366695517
1598313600000000000,1013072.1761129999,0.677281785609387,-0.0038421342331770303
1598400000000000000,989671.443914,0.6696511294384584,-0.023098780867504387
1598486400000000000,989734.2595240001,0.6696720957388743,6.347117559712956e-05
1598572800000000000,995513.8824119999,0.6715898698148993,0.005839570402240479
1598832000000000000,1011602.170342,0.6768128288875953,0.01616078712134117
1598918400000000000,991359.7273810001,0.6702137128490075,-0.020010280280593262
1599004800000000000,989797.630468,0.6696932446995085,-0.0015757114898412583
1599091200000000000,988900.043076,0.6693934376754054,-0.0009068393016616882
1599177600000000000,973926.7086479999,0.6643106295155906,-0.015141403352987082
1599436800000000000,980727.244988,0.6666383590393674,0.0069825955891902325
1599523200000000000,991208.6136650001,0.6701634356110476,0.010687343224698775
1599609600000000000,987318.2108499999,0.668863756252876,-0.003924908199309685
1599696000000000000,1016568.75282,0.6783918029970281,0.029626255900635945
1599782400000000000,1012117.5988789999,0.6769774143971923,-0.0043786059021118096
1600041600000000000,1005879.139132,0.6749740291799643,-0.006163769658693252
1600128000000000000,999288.4509370001,0.6728303590245218,-0.006552167093043848
1600214400000000000,988031.5897629999,0.6691028433590644,-0.011264876686451264
1600300800000000000,980470.2825159999,0.6665509913415812,-0.007652900297260512
1600387200000000000,961242.843415,0.6598811154083665,-0.019610425164197753
1600646400000000000,958841.15484,0.6590291915676529,-0.002498524271418834
1600732800000000000,959745.8253599999,0.6593505956627984,0.0009435040574066189
1600819200000000000,930288.6519909999,0.6485640848952731,-0.030692681948317535
1600905600000000000,929134.9089329999,0.6481276932114759,-0.001240199002245923
1600992000000000000,929803.00193,0.6483805246429895,0.0007190484294334887
1601251200000000000,936483.853315,0.6508889688095563,0.007185233185021289
1601337600000000000,952225.906213,0.6566604189291311,0.016809743000133714
1601424000000000000,963637.87846,0.6607264502237279,0.01198452192125865
1601510400000000000,955546.1172239999,0.6578534119590179,-0.008397097516477547
1601596800000000000,946048.0145449999,0.6544183395583367,-0.009939973076959818
1601856000000000000,953761.99673,0.6572133877792234,0.008153901352152992
1601942400000000000,946745.3621179999,0.6546728858617304,-0.0073567982746814975
1602028800000000000,931116.1206070001,0.6488764006031085,-0.016508389833603254
1602115200000000000,962114.717795,0.660189333270691,0.03329187037143311
1602201600000000000,958129.3843,0.6587758928165459,-0.004142264348822811
1602460800000000000,950027.0874349999,0.6558657663049332,-0.008456370295875648
1602547200000000000,922153.527552,0.6454637606907987,-0.02933975278352996
1602633600000000000,933017.264644,0.6495918606085544,0.011780833415927505
1602720000000000000,920717.931533,0.6449109629268885,-0.013182321032068955
1602806400000000000,921208.1814359999,0.6450999347244578,0.0005324648149120925
1603065600000000000,933544.6538179999,0.649789817351642,0.01339162268703431
1603152000000000000,921429.9954570001,0.6451853691154804,-0.012977052904168396
1603238400000000000,922556.0661170001,0.645618455363842,0.0012220903004589445
1603324800000000000,942043.286272,0.6529492344053475,0.021123074109762108
1603411200000000000,911273.8219880001,0.6412309496493961,-0.03266247393552979
1603670400000000000,901550.7409319999,0.6373616826203026,-0.010669768867922369
1603756800000000000,890875.770249,0.6330163479105273,-0.011840676512521409
1603843200000000000,888795.064726,0.6321572242024219,-0.002335573143288583
1603929600000000000,888358.2159500001,0.6319763380874712,-0.0004915067526106709
1604016000000000000,876119.655239,0.626835396547731,-0.013776605530588015
1604275200000000000,868753.416918,0.623671300328412,-0.00840779941067582
1604361600000000000,860154.7457590001,0.619909271749107,-0.009897712045271345
1604448000000000000,856363.936334,0.6182267493379268,-0.004407124931520401
1604534400000000000,858912.9613059999,0.6193597506936165,0.002976567395997609
1604620800000000000,869295.2185809999,0.6239058529993096,0.012087670977992238
1604880000000000000,881562.043697,0.629139155818316,0.01411123040113349
1604966400000000000,889346.548061,0.6323853233176597,0.008830353370653521
1605052800000000000,879252.3938740001,0.6281649660531362,-0.011350079683794423
1605139200000000000,879338.3868199999,0.6282013288350577,9.780234503642404e-05
1605225600000000000,907682.7180039999,0.6398115363009927,0.032233701620263844
1605484800000000000,920309.666741,0.6447534394789652,0.013911192189234312
1605571200000000000,914983.3273720001,0.642685463282678,-0.005787551257460555
1605657600000000000,934965.4025109999,0.6503219874810785,0.021838731418628132
1605744000000000000,930170.7535349999,0.648519540652599,-0.005128156574695897
1605830400000000000,921904.3869069999,0.6453679488163877,-0.008886934572587601
1606089600000000000,939721.770114,0.6520918700390027,0.019326714852478055
1606176000000000000,923247.954652,0.6458840313951929,-0.017530524444486884
1606262400000000000,899908.63925,0.6366999610132923,-0.02527957444627893
1606348800000000000,911467.591642,0.6413072206604444,0.012844584314284813
1606435200000000000,911938.7925410001,0.6414925580553136,0.0005169694494031596
1606694400000000000,913635.9718299999,0.6421585250533097,0.001861067105469738
1606780800000000000,909335.009541,0.6404660105531116,-0.004707522932120511
1606867200000000000,906558.522906,0.6393648777621169,-0.003053315451256422
1606953600000000000,901143.492506,0.6371977976395107,-0.005973172457352183
1607040000000000000,893779.014489,0.6342084134623373,-0.008172369970203097
1607299200000000000,889381.8170089999,0.6323999012893115,-0.004919781521737887
1607385600000000000,884649.548806,0.6304334929404956,-0.00532085108161362
1607472000000000000,875161.5154850001,0.626426850427927,-0.010725188673645802
1607558400000000000,869048.7393479999,0.6237991853376568,-0.006984740563703351
1607644800000000000,841433.776505,0.6114526741700661,-0.03177608066461035
1607904000000000000,848994.5650909999,0.6149129132658735,0.008985601478234795
1607990400000000000,853404.802442,0.6169029717333707,0.005194659108951338
1608076800000000000,852585.972937,0.616535042679903,-0.0009594854665183616
1608163200000000000,855328.516091,0.6177645926992377,0.0032167350168248454
1608249600000000000,858489.508653,0.6191719986922434,0.0036956473478122476
1608508800000000000,850594.225634,0.615637123000319,-0.009196714624256641
1608595200000000000,844892.155663,0.6130431067057931,-0.00670363117825068
1608681600000000000,850782.892502,0.615722358071238,0.006972176033966715
1608768000000000000,853186.6819159999,0.6168050314735359,0.0028253852248143474
1608854400000000000,876360.3663329999,0.6269378941770054,0.02716132929426296
1609113600000000000,895478.0221889999,0.6349024368852723,0.02181483393183914
1609200000000000000,906846.9403339999,0.6394795756783541,0.012695920908487146
1609286400000000000,897781.3171049999,0.635839109708536,-0.00999686146116463
1609372800000000000,891186.767767,0.6331444142251028,-0.007345384908726715
1609459200000000000,879572.6801390001,0.6283003654998314,-0.013032158968316776
1609718400000000000,862391.289942,0.030766134595102922,-0.019533792471004174
1609804800000000000,860914.214942,0.02910321500695396,-0.001712766602848359
1609891200000000000,860679.873442,0.02883886421177322,-0.0002722007558160211
1609977600000000000,860526.211442,0.0286654464117536,-0.00017853560277347746
1610064000000000000,859755.214192,0.027794388862715843,-0.0008959602156778379
1610323200000000000,860163.983692,0.028256403093834922,0.00047544870127280703
1610409600000000000,859595.335442,0.027613565385152774,-0.0006610928390181625
1610496000000000000,859734.410942,0.0277708641135346,0.00016179182723052854
1610582400000000000,861176.040692,0.029398399460412658,0.0016768315094197739
1610668800000000000,860340.153692,0.02845538493692607,-0.0009706342960126291
1610928000000000000,860269.461942,0.02837554926673171,-8.216720990716908e-05
1611014400000000000,860067.119942,0.028146961950635346,-0.00023520769822882315
1611100800000000000,859768.685192,0.027809621543334707,-0.00034699006982163993
1611187200000000000,860158.567692,0.028250284497196437,0.00045347371533188685
1611273600000000000,860734.769692,0.028900803274046254,0.0006698788126311417
1611532800000000000,861146.445942,0.02936504309942094,0.00047828467548405307
1611619200000000000,860771.189442,0.028941891068809556,-0.00043576386080246277
1611705600000000000,862082.193692,0.030418619525934592,0.0015230577720077854
